;fl_date;mkt_unique_carrier;branded_code_share;mkt_carrier;mkt_carrier_fl_num;op_unique_carrier;tail_num;op_carrier_fl_num;origin_airport_id;origin;origin_city_name;dest_airport_id;dest;dest_city_name;crs_dep_time;dep_time;dep_delay;taxi_out;wheels_off;wheels_on;taxi_in;crs_arr_time;arr_time;arr_delay;cancelled;cancellation_code;diverted;dup;crs_elapsed_time;actual_elapsed_time;air_time;flights;distance;carrier_delay;weather_delay;nas_delay;security_delay;late_aircraft_delay;first_dep_time;total_add_gtime;longest_add_gtime;no_name
515188;2019-04-01;AS;AS_CODESHARE;AS;3384;OO;N186SY;3384;14057;PDX;Portland, OR;13487;MSP;Minneapolis, MN;755;805.0;10.0;10.0;815.0;1307.0;7.0;1320;1314.0;-6.0;0;;0;N;205;189.0;172.0;1;1426;;;;;;;;;
310543;2018-10-05;AS;AS_CODESHARE;AS;2285;QX;N624QX;2285;11648;FCA;Kalispell, MT;14747;SEA;Seattle, WA;1935;1934.0;-1.0;10.0;1944.0;1946.0;7.0;2006;1953.0;-13.0;0;;0;N;91;79.0;62.0;1;379;;;;;;;;;
364258;2018-11-21;AS;AS;AS;729;AS;N247AK;729;13198;MCI;Kansas City, MO;14747;SEA;Seattle, WA;1625;1644.0;19.0;10.0;1654.0;1826.0;9.0;1830;1835.0;5.0;0;;0;N;245;231.0;212.0;1;1489;;;;;;;;;
466649;2019-02-19;AS;AS;AS;90;AS;N529AS;90;14771;SFO;San Francisco, CA;13204;MCO;Orlando, FL;730;720.0;-10.0;16.0;736.0;1527.0;10.0;1545;1537.0;-8.0;0;;0;N;315;317.0;291.0;1;2446;;;;;;;;;
793707;2019-11-12;AS;AS_CODESHARE;AS;3473;OO;N170SY;3473;14057;PDX;Portland, OR;10713;BOI;Boise, ID;1925;1912.0;-13.0;22.0;1934.0;2125.0;5.0;2137;2130.0;-7.0;0;;0;N;72;78.0;51.0;1;344;;;;;;;;;
415705;2019-01-05;AS;AS;AS;359;AS;N282AK;359;12478;JFK;New York, NY;14747;SEA;Seattle, WA;1840;1839.0;-1.0;34.0;1913.0;2235.0;4.0;2212;2239.0;27.0;0;;0;N;392;420.0;382.0;1;2422;0.0;0.0;27.0;0.0;0.0;;;;
668926;2019-08-03;AS;AS_CODESHARE;AS;2051;QX;N649QX;2051;14747;SEA;Seattle, WA;14893;SMF;Sacramento, CA;2120;2125.0;5.0;19.0;2144.0;2313.0;6.0;2320;2319.0;-1.0;0;;0;N;120;114.0;89.0;1;605;;;;;;;;;
775393;2019-10-27;AS;AS;AS;575;AS;N306AS;575;14262;PSP;Palm Springs, CA;14747;SEA;Seattle, WA;1720;1712.0;-8.0;14.0;1726.0;2024.0;9.0;2010;2033.0;23.0;0;;0;N;170;201.0;178.0;1;987;0.0;0.0;23.0;0.0;0.0;;;;
153680;2018-05-30;AS;AS;AS;1935;AS;N848VA;1935;12892;LAX;Los Angeles, CA;14771;SFO;San Francisco, CA;1835;1827.0;-8.0;35.0;1902.0;1954.0;4.0;1950;1958.0;8.0;0;;0;N;75;91.0;52.0;1;337;;;;;;;;;
574768;2019-05-21;AS;AS;AS;496;AS;N590AS;496;14747;SEA;Seattle, WA;10713;BOI;Boise, ID;2130;2128.0;-2.0;22.0;2150.0;2359.0;4.0;5;3.0;-2.0;0;;0;N;95;95.0;69.0;1;399;;;;;;;;;
751553;2019-10-08;AS;AS;AS;1570;AS;N848VA;1570;14747;SEA;Seattle, WA;10800;BUR;Burbank, CA;1140;1138.0;-2.0;24.0;1202.0;1401.0;3.0;1415;1404.0;-11.0;0;;0;N;155;146.0;119.0;1;937;;;;;;;;;
510034;2019-03-28;AS;AS;AS;64;AS;N619AS;64;10299;ANC;Anchorage, AK;12523;JNU;Juneau, AK;1135;1130.0;-5.0;10.0;1140.0;1301.0;5.0;1310;1306.0;-4.0;0;;0;N;95;96.0;81.0;1;571;;;;;;;;;
559458;2019-05-09;AS;AS;AS;338;AS;N292AK;338;14057;PDX;Portland, OR;14679;SAN;San Diego, CA;1840;1837.0;-3.0;12.0;1849.0;2049.0;4.0;2105;2053.0;-12.0;0;;0;N;145;136.0;120.0;1;933;;;;;;;;;
703263;2019-08-29;AS;AS;AS;610;AS;N266AK;610;14747;SEA;Seattle, WA;14893;SMF;Sacramento, CA;935;951.0;16.0;36.0;1027.0;1149.0;4.0;1135;1153.0;18.0;0;;0;N;120;122.0;82.0;1;605;0.0;0.0;2.0;0.0;16.0;;;;
818899;2019-12-03;AS;AS;AS;1233;AS;N853VA;1233;14908;SNA;Santa Ana, CA;14747;SEA;Seattle, WA;1850;1907.0;17.0;16.0;1923.0;2137.0;11.0;2145;2148.0;3.0;0;;0;N;175;161.0;134.0;1;978;;;;;;;;;
448283;2019-02-03;AS;AS;AS;703;AS;N435AS;703;13495;MSY;New Orleans, LA;14747;SEA;Seattle, WA;1615;1555.0;-20.0;17.0;1612.0;1916.0;9.0;1935;1925.0;-10.0;0;;0;N;320;330.0;304.0;1;2086;;;;;;;;;
229321;2018-07-29;AS;AS;AS;526;AS;N453AS;526;14747;SEA;Seattle, WA;10800;BUR;Burbank, CA;1115;1119.0;4.0;11.0;1130.0;1335.0;5.0;1349;1340.0;-9.0;0;;0;N;154;141.0;125.0;1;937;;;;;;;;;
587440;2019-06-01;AS;AS_CODESHARE;AS;3338;OO;N189SY;3338;14679;SAN;San Diego, CA;13871;OMA;Omaha, NE;935;924.0;-11.0;21.0;945.0;1428.0;5.0;1500;1433.0;-27.0;0;;0;N;205;189.0;163.0;1;1313;;;;;;;;;
470933;2019-02-23;AS;AS;AS;494;AS;N320AS;494;14747;SEA;Seattle, WA;14683;SAT;San Antonio, TX;1150;1156.0;6.0;13.0;1209.0;1722.0;7.0;1750;1729.0;-21.0;0;;0;N;240;213.0;193.0;1;1774;;;;;;;;;
118071;2018-04-30;AS;AS_CODESHARE;AS;2236;QX;N428QX;2236;14489;RDM;Bend/Redmond, OR;14057;PDX;Portland, OR;1259;1251.0;-8.0;12.0;1303.0;1332.0;3.0;1337;1335.0;-2.0;0;;0;N;38;44.0;29.0;1;116;;;;;;;;;
88400;2018-04-05;AS;AS;AS;425;AS;N524AS;425;14747;SEA;Seattle, WA;10666;BLI;Bellingham, WA;2135;2132.0;-3.0;14.0;2146.0;2214.0;5.0;2223;2219.0;-4.0;0;;0;N;48;47.0;28.0;1;93;;;;;;;;;
534554;2019-04-18;AS;AS;AS;460;AS;N520AS;460;14747;SEA;Seattle, WA;12892;LAX;Los Angeles, CA;700;700.0;0.0;11.0;711.0;925.0;14.0;950;939.0;-11.0;0;;0;N;170;159.0;134.0;1;954;;;;;;;;;
561420;2019-05-10;AS;AS_CODESHARE;AS;3470;OO;N175SY;3470;14869;SLC;Salt Lake City, UT;14679;SAN;San Diego, CA;1555;1542.0;-13.0;14.0;1556.0;1637.0;6.0;1655;1643.0;-12.0;0;;0;N;120;121.0;101.0;1;626;;;;;;;;;
831477;2019-12-13;AS;AS_CODESHARE;AS;2132;QX;N401QX;2132;14747;SEA;Seattle, WA;14252;PSC;Pasco/Kennewick/Richland, WA;1530;1609.0;39.0;14.0;1623.0;1656.0;3.0;1630;1659.0;29.0;0;;0;N;60;50.0;33.0;1;172;29.0;0.0;0.0;0.0;0.0;;;;
294130;2018-09-21;AS;AS;AS;198;AS;N448AS;198;14747;SEA;Seattle, WA;14122;PIT;Pittsburgh, PA;800;757.0;-3.0;24.0;821.0;1509.0;4.0;1553;1513.0;-40.0;0;;0;N;293;256.0;228.0;1;2125;;;;;;;;;
612887;2019-06-21;AS;AS;AS;327;AS;N266AK;327;10821;BWI;Baltimore, MD;14771;SFO;San Francisco, CA;1850;1853.0;3.0;10.0;1903.0;2139.0;11.0;2150;2150.0;0.0;0;;0;N;360;357.0;336.0;1;2457;;;;;;;;;
742876;2019-10-01;AS;AS;AS;1359;AS;N926VA;1359;10721;BOS;Boston, MA;14771;SFO;San Francisco, CA;1715;1703.0;-12.0;64.0;1807.0;2209.0;3.0;2110;2212.0;62.0;0;;0;N;415;489.0;422.0;1;2704;0.0;0.0;62.0;0.0;0.0;;;;
781332;2019-11-01;AS;AS;AS;641;AS;N236AK;641;15376;TUS;Tucson, AZ;14747;SEA;Seattle, WA;1335;1325.0;-10.0;6.0;1331.0;1619.0;7.0;1650;1626.0;-24.0;0;;0;N;195;181.0;168.0;1;1216;;;;;;;;;
406428;2018-12-28;AS;AS_CODESHARE;AS;2798;QX;N637QX;2798;14908;SNA;Santa Ana, CA;10140;ABQ;Albuquerque, NM;1050;1048.0;-2.0;15.0;1103.0;1329.0;6.0;1330;1335.0;5.0;0;;0;N;100;107.0;86.0;1;650;;;;;;;;;
46608;2018-02-20;AS;AS_CODESHARE;AS;2222;QX;N411QX;2222;14489;RDM;Bend/Redmond, OR;14747;SEA;Seattle, WA;1515;1515.0;0.0;8.0;1523.0;1615.0;7.0;1627;1622.0;-5.0;0;;0;N;72;67.0;52.0;1;228;;;;;;;;;
76394;2018-03-24;AS;AS;AS;120;AS;N471AS;120;10299;ANC;Anchorage, AK;14747;SEA;Seattle, WA;1605;1605.0;0.0;6.0;1611.0;2000.0;8.0;2024;2008.0;-16.0;0;;0;N;199;183.0;169.0;1;1448;;;;;;;;;
134935;2018-05-14;AS;AS;AS;723;AS;N453AS;723;11298;DFW;Dallas/Fort Worth, TX;14747;SEA;Seattle, WA;627;619.0;-8.0;15.0;634.0;803.0;19.0;842;822.0;-20.0;0;;0;N;255;243.0;209.0;1;1660;;;;;;;;;
577820;2019-05-24;AS;AS;AS;1837;AS;N633VA;1837;13487;MSP;Minneapolis, MN;14747;SEA;Seattle, WA;1600;1709.0;69.0;25.0;1734.0;1837.0;7.0;1745;1844.0;59.0;0;;0;N;225;215.0;183.0;1;1399;16.0;0.0;0.0;0.0;43.0;;;;
190991;2018-06-29;AS;AS;AS;636;AS;N323AS;636;14747;SEA;Seattle, WA;14107;PHX;Phoenix, AZ;530;526.0;-4.0;11.0;537.0;750.0;5.0;818;755.0;-23.0;0;;0;N;168;149.0;133.0;1;1107;;;;;;;;;
155890;2018-06-01;AS;AS_CODESHARE;AS;2469;QX;N445QX;2469;14057;PDX;Portland, OR;15023;STS;Santa Rosa, CA;1229;1224.0;-5.0;6.0;1230.0;1352.0;4.0;1407;1356.0;-11.0;0;;0;N;98;92.0;82.0;1;489;;;;;;;;;
349530;2018-11-09;AS;AS;AS;152;AS;N612AS;152;13873;OME;Nome, AK;10299;ANC;Anchorage, AK;1237;1212.0;-25.0;20.0;1232.0;1342.0;3.0;1359;1345.0;-14.0;0;;0;N;82;93.0;70.0;1;539;;;;;;;;;
559637;2019-05-09;AS;AS;AS;1104;AS;N626VA;1104;14831;SJC;San Jose, CA;14679;SAN;San Diego, CA;820;812.0;-8.0;13.0;825.0;929.0;16.0;945;945.0;0.0;0;;0;N;85;93.0;64.0;1;417;;;;;;;;;
420180;2019-01-09;AS;AS;AS;1282;AS;N845VA;1282;14057;PDX;Portland, OR;14771;SFO;San Francisco, CA;1300;1320.0;20.0;13.0;1333.0;1502.0;4.0;1450;1506.0;16.0;0;;0;N;110;106.0;89.0;1;550;0.0;0.0;0.0;0.0;16.0;;;;
853244;2019-12-31;AS;AS_CODESHARE;AS;2075;QX;N631QX;2075;11648;FCA;Kalispell, MT;14747;SEA;Seattle, WA;1300;1259.0;-1.0;36.0;1335.0;1350.0;3.0;1348;1353.0;5.0;0;;0;N;108;114.0;75.0;1;379;;;;;;;;;
261407;2018-08-24;AS;AS_CODESHARE;AS;2516;QX;N430QX;2516;10713;BOI;Boise, ID;14057;PDX;Portland, OR;1500;1455.0;-5.0;7.0;1502.0;1513.0;5.0;1519;1518.0;-1.0;0;;0;N;79;83.0;71.0;1;344;;;;;;;;;
790943;2019-11-10;AS;AS_CODESHARE;AS;2366;QX;N440QX;2366;14747;SEA;Seattle, WA;11884;GEG;Spokane, WA;1430;1429.0;-1.0;15.0;1444.0;1525.0;4.0;1532;1529.0;-3.0;0;;0;N;62;60.0;41.0;1;224;;;;;;;;;
16503;2018-01-18;AS;AS;AS;836;AS;N506AS;836;12982;LIH;Lihue, HI;14057;PDX;Portland, OR;1220;1220.0;0.0;8.0;1228.0;1919.0;3.0;1942;1922.0;-20.0;0;;0;N;322;302.0;291.0;1;2631;;;;;;;;;
684259;2019-08-15;AS;AS;AS;1491;AS;N526VA;1491;12889;LAS;Las Vegas, NV;12892;LAX;Los Angeles, CA;1700;1657.0;-3.0;30.0;1727.0;1811.0;6.0;1820;1817.0;-3.0;0;;0;N;80;80.0;44.0;1;236;;;;;;;;;
628374;2019-07-03;AS;AS_CODESHARE;AS;3328;OO;N171SY;3328;14831;SJC;San Jose, CA;11259;DAL;Dallas, TX;1510;1501.0;-9.0;16.0;1517.0;2031.0;4.0;2055;2035.0;-20.0;0;;0;N;225;214.0;194.0;1;1450;;;;;;;;;
198662;2018-07-05;AS;AS;AS;1883;AS;N528VA;1883;11259;DAL;Dallas, TX;12892;LAX;Los Angeles, CA;1230;1221.0;-9.0;11.0;1232.0;1311.0;20.0;1349;1331.0;-18.0;0;;0;N;199;190.0;159.0;1;1246;;;;;;;;;
755104;2019-10-11;AS;AS;AS;498;AS;N586AS;498;14057;PDX;Portland, OR;12892;LAX;Los Angeles, CA;1900;1903.0;3.0;15.0;1918.0;2109.0;10.0;2125;2119.0;-6.0;0;;0;N;145;136.0;111.0;1;834;;;;;;;;;
363681;2018-11-21;AS;AS;AS;845;AS;N487AS;845;13796;OAK;Oakland, CA;12758;KOA;Kona, HI;630;622.0;-8.0;14.0;636.0;938.0;4.0;1010;942.0;-28.0;0;;0;N;340;320.0;302.0;1;2378;;;;;;;;;
187527;2018-06-26;AS;AS;AS;67;AS;N569AS;67;12819;KTN;Ketchikan, AK;14828;SIT;Sitka, AK;1724;1720.0;-4.0;9.0;1729.0;1805.0;4.0;1810;1809.0;-1.0;0;;0;N;46;49.0;36.0;1;183;;;;;;;;;
561068;2019-05-10;AS;AS;AS;62;AS;N513AS;62;14828;SIT;Sitka, AK;12819;KTN;Ketchikan, AK;1210;1324.0;74.0;10.0;1334.0;1412.0;3.0;1300;1415.0;75.0;0;;0;N;50;51.0;38.0;1;183;0.0;0.0;1.0;0.0;74.0;;;;
840974;2019-12-21;AS;AS;AS;418;AS;N318AS;418;14747;SEA;Seattle, WA;13198;MCI;Kansas City, MO;1835;1837.0;2.0;35.0;1912.0;5.0;7.0;2355;12.0;17.0;0;;0;N;200;215.0;173.0;1;1489;0.0;0.0;17.0;0.0;0.0;;;;
56661;2018-03-03;AS;AS;AS;480;AS;N267AK;480;14057;PDX;Portland, OR;12478;JFK;New York, NY;2120;2113.0;-7.0;16.0;2129.0;512.0;6.0;525;518.0;-7.0;0;;0;N;305;305.0;283.0;1;2454;;;;;;;;;
322527;2018-10-16;AS;AS;AS;615;AS;N435AS;615;14107;PHX;Phoenix, AZ;14747;SEA;Seattle, WA;950;941.0;-9.0;11.0;952.0;1214.0;8.0;1254;1222.0;-32.0;0;;0;N;184;161.0;142.0;1;1107;;;;;;;;;
599535;2019-06-10;AS;AS_CODESHARE;AS;3495;OO;N183SY;3495;11638;FAT;Fresno, CA;14747;SEA;Seattle, WA;1235;1230.0;-5.0;21.0;1251.0;1447.0;9.0;1445;1456.0;11.0;0;;0;N;130;146.0;116.0;1;748;;;;;;;;;
237925;2018-08-05;AS;AS;AS;238;AS;N237AK;238;10299;ANC;Anchorage, AK;14747;SEA;Seattle, WA;634;629.0;-5.0;13.0;642.0;1042.0;10.0;1102;1052.0;-10.0;0;;0;N;208;203.0;180.0;1;1448;;;;;;;;;
442157;2019-01-28;AS;AS;AS;700;AS;N469AS;700;14747;SEA;Seattle, WA;14057;PDX;Portland, OR;745;747.0;2.0;17.0;804.0;833.0;3.0;840;836.0;-4.0;0;;0;N;55;49.0;29.0;1;129;;;;;;;;;
499133;2019-03-19;AS;AS_CODESHARE;AS;2674;QX;N403QX;2674;14057;PDX;Portland, OR;14747;SEA;Seattle, WA;1100;1055.0;-5.0;8.0;1103.0;1136.0;26.0;1155;1202.0;7.0;0;;0;N;55;67.0;33.0;1;129;;;;;;;;;
585944;2019-05-31;AS;AS;AS;756;AS;N457AS;756;13796;OAK;Oakland, CA;14747;SEA;Seattle, WA;1250;1253.0;3.0;7.0;1300.0;1436.0;22.0;1455;1458.0;3.0;0;;0;N;125;125.0;96.0;1;672;;;;;;;;;
635159;2019-07-08;AS;AS;AS;674;AS;N253AK;674;14747;SEA;Seattle, WA;11292;DEN;Denver, CO;805;758.0;-7.0;31.0;829.0;1147.0;10.0;1150;1157.0;7.0;0;;0;N;165;179.0;138.0;1;1024;;;;;;;;;
764914;2019-10-19;AS;AS_CODESHARE;AS;2032;QX;N649QX;2032;14747;SEA;Seattle, WA;14057;PDX;Portland, OR;1130;1134.0;4.0;16.0;1150.0;1220.0;3.0;1235;1223.0;-12.0;0;;0;N;65;49.0;30.0;1;129;;;;;;;;;
557313;2019-05-07;AS;AS_CODESHARE;AS;2882;QX;N634QX;2882;14004;PAE;Everett, WA;14057;PDX;Portland, OR;1800;1752.0;-8.0;10.0;1802.0;1834.0;4.0;1855;1838.0;-17.0;0;;0;N;55;46.0;32.0;1;161;;;;;;;;;
460553;2019-02-14;AS;AS;AS;416;AS;N461AS;416;14747;SEA;Seattle, WA;14057;PDX;Portland, OR;1945;2110.0;85.0;17.0;2127.0;2154.0;4.0;2035;2158.0;83.0;0;;0;N;50;48.0;27.0;1;129;83.0;0.0;0.0;0.0;0.0;;;;
843932;2019-12-24;AS;AS_CODESHARE;AS;2098;QX;N446QX;2098;13264;MFR;Medford, OR;14057;PDX;Portland, OR;1740;1730.0;-10.0;10.0;1740.0;1826.0;9.0;1843;1835.0;-8.0;0;;0;N;63;65.0;46.0;1;222;;;;;;;;;
460186;2019-02-13;AS;AS_CODESHARE;AS;3322;OO;N192SY;3322;12892;LAX;Los Angeles, CA;11259;DAL;Dallas, TX;1120;1219.0;59.0;27.0;1246.0;1706.0;4.0;1630;1710.0;40.0;0;;0;N;190;171.0;140.0;1;1246;0.0;0.0;36.0;0.0;4.0;;;;
513553;2019-03-31;AS;AS;AS;470;AS;N251AK;470;12892;LAX;Los Angeles, CA;12478;JFK;New York, NY;2115;2109.0;-6.0;19.0;2128.0;518.0;13.0;540;531.0;-9.0;0;;0;N;325;322.0;290.0;1;2475;;;;;;;;;
77572;2018-03-25;AS;AS;AS;595;AS;N520AS;595;14262;PSP;Palm Springs, CA;14057;PDX;Portland, OR;1740;1728.0;-12.0;8.0;1736.0;1941.0;10.0;2005;1951.0;-14.0;0;;0;N;145;143.0;125.0;1;873;;;;;;;;;
144005;2018-05-22;AS;AS;AS;1950;AS;N633VA;1950;14771;SFO;San Francisco, CA;14679;SAN;San Diego, CA;600;;;;;;;728;;;1;B;0;N;88;;;1;447;;;;;;;;;
379640;2018-12-05;AS;AS;AS;1026;AS;N640VA;1026;14771;SFO;San Francisco, CA;12478;JFK;New York, NY;1515;1511.0;-4.0;11.0;1522.0;2301.0;5.0;2344;2306.0;-38.0;0;;0;N;329;295.0;279.0;1;2586;;;;;;;;;
664272;2019-07-31;AS;AS;AS;34;AS;N469AS;34;14747;SEA;Seattle, WA;13930;ORD;Chicago, IL;1015;1012.0;-3.0;21.0;1033.0;1549.0;14.0;1630;1603.0;-27.0;0;;0;N;255;231.0;196.0;1;1721;;;;;;;;;
78506;2018-03-26;AS;AS;AS;428;AS;N275AK;428;14747;SEA;Seattle, WA;12892;LAX;Los Angeles, CA;1500;1454.0;-6.0;20.0;1514.0;1714.0;10.0;1750;1724.0;-26.0;0;;0;N;170;150.0;120.0;1;954;;;;;;;;;
564283;2019-05-13;AS;AS;AS;1954;AS;N524VA;1954;14771;SFO;San Francisco, CA;14679;SAN;San Diego, CA;1140;1202.0;22.0;20.0;1222.0;1333.0;4.0;1315;1337.0;22.0;0;;0;N;95;95.0;71.0;1;447;0.0;0.0;4.0;0.0;18.0;;;;
166806;2018-06-09;AS;AS_CODESHARE;AS;2460;QX;N417QX;2460;13264;MFR;Medford, OR;14747;SEA;Seattle, WA;950;1013.0;23.0;9.0;1022.0;1126.0;6.0;1124;1132.0;8.0;0;;0;N;94;79.0;64.0;1;352;;;;;;;;;
207634;2018-07-12;AS;AS_CODESHARE;AS;2230;QX;N429QX;2230;10713;BOI;Boise, ID;11884;GEG;Spokane, WA;1505;1457.0;-8.0;11.0;1508.0;1501.0;4.0;1512;1505.0;-7.0;0;;0;N;67;68.0;53.0;1;287;;;;;;;;;
106320;2018-04-20;AS;AS;AS;652;AS;N275AK;652;14057;PDX;Portland, OR;11298;DFW;Dallas/Fort Worth, TX;822;821.0;-1.0;10.0;831.0;1350.0;7.0;1405;1357.0;-8.0;0;;0;N;223;216.0;199.0;1;1616;;;;;;;;;
374709;2018-11-30;AS;AS_CODESHARE;AS;3342;OO;N193SY;3342;14679;SAN;San Diego, CA;14893;SMF;Sacramento, CA;1025;1015.0;-10.0;63.0;1118.0;1243.0;6.0;1209;1249.0;40.0;0;;0;N;104;154.0;85.0;1;480;0.0;0.0;40.0;0.0;0.0;;;;
121498;2018-05-03;AS;AS;AS;1255;AS;N843VA;1255;12339;IND;Indianapolis, IN;14771;SFO;San Francisco, CA;1630;1630.0;0.0;12.0;1642.0;1801.0;4.0;1828;1805.0;-23.0;0;;0;N;298;275.0;259.0;1;1943;;;;;;;;;
13915;2018-01-16;AS;AS;AS;684;AS;N517AS;684;10299;ANC;Anchorage, AK;11630;FAI;Fairbanks, AK;1405;1407.0;2.0;7.0;1414.0;1455.0;4.0;1502;1459.0;-3.0;0;;0;N;57;52.0;41.0;1;261;;;;;;;;;
851185;2019-12-29;AS;AS_CODESHARE;AS;2035;QX;N440QX;2035;14057;PDX;Portland, OR;11603;EUG;Eugene, OR;2230;2220.0;-10.0;10.0;2230.0;2257.0;6.0;2313;2303.0;-10.0;0;;0;N;43;43.0;27.0;1;106;;;;;;;;;
813591;2019-11-28;AS;AS;AS;1232;AS;N840VA;1232;12892;LAX;Los Angeles, CA;13930;ORD;Chicago, IL;1140;1143.0;3.0;32.0;1215.0;1732.0;11.0;1757;1743.0;-14.0;0;;0;N;257;240.0;197.0;1;1744;;;;;;;;;
277996;2018-09-07;AS;AS_CODESHARE;AS;2510;QX;N403QX;2510;14057;PDX;Portland, OR;10713;BOI;Boise, ID;1138;1203.0;25.0;9.0;1212.0;1414.0;2.0;1352;1416.0;24.0;0;;0;N;74;73.0;62.0;1;344;24.0;0.0;0.0;0.0;0.0;;;;
267804;2018-08-29;AS;AS_CODESHARE;AS;3324;OO;N405SY;3324;11259;DAL;Dallas, TX;12953;LGA;New York, NY;1220;1228.0;8.0;27.0;1255.0;1700.0;3.0;1654;1703.0;9.0;0;;0;N;214;215.0;185.0;1;1381;;;;;;;;;
169766;2018-06-12;AS;AS;AS;1219;AS;N835VA;1219;10423;AUS;Austin, TX;14771;SFO;San Francisco, CA;650;642.0;-8.0;14.0;656.0;808.0;6.0;826;814.0;-12.0;0;;0;N;216;212.0;192.0;1;1504;;;;;;;;;
850672;2019-12-29;AS;AS;AS;166;AS;N462AS;166;14747;SEA;Seattle, WA;10423;AUS;Austin, TX;755;756.0;1.0;38.0;834.0;1356.0;4.0;1355;1400.0;5.0;0;;0;N;240;244.0;202.0;1;1770;;;;;;;;;
559851;2019-05-09;AS;AS_CODESHARE;AS;2193;QX;N432QX;2193;11884;GEG;Spokane, WA;14747;SEA;Seattle, WA;2130;2122.0;-8.0;8.0;2130.0;2219.0;10.0;2240;2229.0;-11.0;0;;0;N;70;67.0;49.0;1;224;;;;;;;;;
44398;2018-02-18;AS;AS;AS;636;AS;N408AS;636;14747;SEA;Seattle, WA;14107;PHX;Phoenix, AZ;600;622.0;22.0;26.0;648.0;1012.0;7.0;950;1019.0;29.0;0;;0;N;170;177.0;144.0;1;1107;0.0;0.0;29.0;0.0;0.0;;;;
726433;2019-09-17;AS;AS;AS;792;AS;N292AK;792;14747;SEA;Seattle, WA;11433;DTW;Detroit, MI;655;659.0;4.0;26.0;725.0;1418.0;9.0;1420;1427.0;7.0;0;;0;N;265;268.0;233.0;1;1927;;;;;;;;;
816431;2019-12-01;AS;AS;AS;557;AS;N280AK;557;12892;LAX;Los Angeles, CA;14057;PDX;Portland, OR;2120;2111.0;-9.0;21.0;2132.0;2320.0;5.0;2353;2325.0;-28.0;0;;0;N;153;134.0;108.0;1;834;;;;;;;;;
763642;2019-10-18;AS;AS;AS;6;AS;N565AS;6;12892;LAX;Los Angeles, CA;11278;DCA;Washington, DC;1245;1242.0;-3.0;20.0;1302.0;2016.0;4.0;2045;2020.0;-25.0;0;;0;N;300;278.0;254.0;1;2311;;;;;;;;;
839555;2019-12-20;AS;AS_CODESHARE;AS;3485;OO;N402SY;3485;14679;SAN;San Diego, CA;13476;MRY;Monterey, CA;1420;1516.0;56.0;15.0;1531.0;1631.0;3.0;1549;1634.0;45.0;0;;0;N;89;78.0;60.0;1;375;0.0;0.0;0.0;0.0;45.0;;;;
96071;2018-04-11;AS;AS;AS;348;AS;N533AS;348;14747;SEA;Seattle, WA;14831;SJC;San Jose, CA;2050;2039.0;-11.0;11.0;2050.0;2232.0;9.0;2254;2241.0;-13.0;0;;0;N;124;122.0;102.0;1;696;;;;;;;;;
237021;2018-08-04;AS;AS_CODESHARE;AS;2815;QX;N623QX;2815;13198;MCI;Kansas City, MO;14057;PDX;Portland, OR;1930;1918.0;-12.0;12.0;1930.0;2104.0;4.0;2125;2108.0;-17.0;0;;0;N;235;230.0;214.0;1;1482;;;;;;;;;
67029;2018-03-14;AS;AS;AS;19;AS;N408AS;19;13204;MCO;Orlando, FL;14747;SEA;Seattle, WA;1858;1853.0;-5.0;12.0;1905.0;2157.0;16.0;2223;2213.0;-10.0;0;;0;N;385;380.0;352.0;1;2554;;;;;;;;;
728269;2019-09-19;AS;AS_CODESHARE;AS;2076;QX;N437QX;2076;14893;SMF;Sacramento, CA;10713;BOI;Boise, ID;1655;1651.0;-4.0;16.0;1707.0;1929.0;2.0;1935;1931.0;-4.0;0;;0;N;100;100.0;82.0;1;437;;;;;;;;;
324377;2018-10-17;AS;AS;AS;443;AS;N281AK;443;11292;DEN;Denver, CO;14747;SEA;Seattle, WA;2010;1950.0;-20.0;17.0;2007.0;2122.0;7.0;2209;2129.0;-40.0;0;;0;N;179;159.0;135.0;1;1024;;;;;;;;;
521427;2019-04-07;AS;AS;AS;70;AS;N622AS;70;10299;ANC;Anchorage, AK;12523;JNU;Juneau, AK;2015;2005.0;-10.0;8.0;2013.0;2133.0;3.0;2145;2136.0;-9.0;0;;0;N;90;91.0;80.0;1;571;;;;;;1957.0;3.0;3.0;
133651;2018-05-13;AS;AS_CODESHARE;AS;3453;OO;N193SY;3453;14908;SNA;Santa Ana, CA;14771;SFO;San Francisco, CA;2118;2111.0;-7.0;12.0;2123.0;2228.0;5.0;2253;2233.0;-20.0;0;;0;N;95;82.0;65.0;1;372;;;;;;;;;
159372;2018-06-03;AS;AS_CODESHARE;AS;2785;QX;N448QX;2785;10849;BZN;Bozeman, MT;14057;PDX;Portland, OR;1410;1505.0;55.0;7.0;1512.0;1556.0;6.0;1504;1602.0;58.0;0;;0;N;114;117.0;104.0;1;554;0.0;0.0;3.0;0.0;55.0;;;;
445932;2019-02-01;AS;AS_CODESHARE;AS;2216;QX;N440QX;2216;13264;MFR;Medford, OR;14747;SEA;Seattle, WA;1250;1255.0;5.0;17.0;1312.0;1429.0;7.0;1425;1436.0;11.0;0;;0;N;95;101.0;77.0;1;352;;;;;;;;;
