Scheduled Departure (Hour);Scheduled Arrival (Hour);Departing Airport;Arriving Airport;Hourly Taxi_Out Duration (Median);Hourly Taxi_In Duration (Median)
6;8;IAH;SLC;16.0;16.0
6;8;ICT;DFW;13.0;5.0
6;8;ICT;IAH;37.0;8.0
6;8;ICT;MSP;13.0;9.0
6;8;ICT;ORD;15.0;13.0
6;8;IDA;SLC;21.0;3.0
6;8;ILM;DFW;8.0;10.5
6;8;ILM;LGA;12.0;10.0
6;8;IND;ATL;9.0;5.0
6;8;IND;BOS;16.5;10.5
6;8;IND;CLT;13.0;20.5
6;8;IND;DCA;10.0;18.0
6;8;IND;EWR;28.0;8.0
6;8;IND;FLL;9.0;9.0
6;8;IND;JAX;9.0;6.0
6;8;IND;LAS;12.0;6.0
6;8;IND;LAX;19.0;13.0
6;8;IND;LGA;17.0;8.0
6;8;IND;MCO;12.0;9.0
6;8;IND;PIE;28.0;5.0
6;8;IND;RDU;18.0;7.5
6;8;IND;RSW;11.0;3.0
6;8;IND;SFB;10.0;7.0
6;8;IND;SFO;17.0;6.0
6;8;IND;TPA;15.0;4.5
6;8;ISN;MSP;30.5;5.5
6;8;ISP;MCO;12.0;15.5
6;8;ISP;TPA;16.0;7.0
6;8;JAN;ATL;14.0;8.0
6;8;JAN;CLT;7.0;15.0
6;8;JAN;DFW;11.0;11.0
6;8;JAN;IAH;11.5;9.5
6;8;JAX;BOS;10.0;4.0
6;8;JAX;CLT;11.5;7.0
6;8;JAX;DEN;12.0;8.0
6;8;JAX;DTW;12.0;13.0
6;8;JAX;EWR;14.0;13.5
6;8;JAX;FLL;9.0;6.0
6;8;JAX;IAH;18.5;9.0
6;8;JAX;JFK;13.0;13.0
6;8;JAX;ORD;12.5;12.5
6;8;JAX;PHL;12.0;5.5
6;8;JFK;ATL;17.0;8.0
6;8;JFK;BOS;25.0;10.0
6;8;JFK;CHS;13.0;5.0
6;8;JFK;CLT;17.0;6.0
6;8;JFK;DTW;13.0;8.0
6;8;JFK;LAS;18.0;6.0
6;8;JFK;MCO;14.0;8.0
6;8;JFK;ORD;16.0;18.0
6;8;JFK;TPA;16.5;4.5
6;8;LAS;DEN;20.5;5.0
6;8;LAS;PDX;19.0;4.0
6;8;LAS;PHX;16.5;4.5
6;8;LAS;RNO;9.0;4.0
6;8;LAS;SEA;14.0;8.0
6;8;LAS;SFO;11.0;11.0
6;8;LAS;SJC;10.0;4.0
6;8;LAS;SLC;13.0;6.5
6;8;LAS;SMF;13.0;5.0
6;8;LAX;MRY;20.0;4.0
6;8;LAX;OAK;16.5;6.0
6;8;LAX;PDX;20.0;4.0
6;8;LAX;SEA;20.0;12.0
6;8;LAX;SFO;18.0;6.5
6;8;LAX;SLC;20.5;7.5
6;8;LAX;SMF;16.5;6.5
6;8;LEX;IAH;12.0;5.0
6;8;LEX;LGA;12.0;9.0
6;8;LEX;MSP;13.0;5.0
6;8;LFT;ATL;14.0;9.0
6;8;LGA;ATL;18.0;9.0
6;8;LGA;BNA;22.0;10.0
6;8;LGA;CLE;18.0;6.0
6;8;LGA;CLT;27.0;7.0
6;8;LGA;CMH;15.0;22.0
6;8;LGA;CVG;16.0;5.0
6;8;LGA;DEN;22.0;7.0
6;8;LGA;DFW;21.0;9.0
6;8;LGA;DTW;17.5;17.0
6;8;LGA;FLL;14.0;7.0
6;8;LGA;IAH;11.0;9.0
6;8;LGA;ILM;17.0;4.0
6;8;LGA;MSP;16.0;4.5
6;8;LGA;ORD;22.5;13.0
6;8;LGA;PWM;26.0;3.0
6;8;LGA;RDU;33.5;6.0
6;8;LGA;STL;28.0;7.5
6;8;LGB;OAK;21.0;3.0
6;8;LGB;PHX;24.0;5.0
6;8;LGB;SFO;20.0;8.0
6;8;LGB;SJC;23.0;6.0
6;8;LGB;SMF;16.5;3.5
6;8;LIT;ATL;15.0;6.5
6;8;LIT;DFW;21.0;17.0
6;8;LIT;ORD;17.0;14.0
6;8;LNK;MSP;21.5;5.5
6;8;LNK;ORD;8.0;15.0
6;8;LRD;DFW;12.0;9.0
6;8;MCI;ATL;11.0;9.0
6;8;MCI;DAL;8.0;5.0
6;8;MCI;DFW;23.5;12.0
6;8;MCI;IAH;12.0;10.0
6;8;MCI;MKE;14.0;3.0
6;8;MCI;MSP;20.0;6.0
6;8;MCI;ORD;25.0;4.0
6;8;MCI;SEA;15.0;16.0
6;8;MCI;SFO;16.0;6.0
6;8;MCO;ALB;15.0;5.0
6;8;MCO;AUS;17.5;4.5
6;8;MCO;BDL;13.0;6.0
6;8;MCO;BOS;20.5;4.5
6;8;MCO;BWI;10.0;3.5
6;8;MCO;CLT;13.0;11.0
6;8;MCO;CMH;15.0;3.0
6;8;MCO;COS;18.0;7.0
6;8;MCO;DAL;10.0;6.0
6;8;MCO;DCA;15.0;7.0
6;8;MCO;DEN;15.5;7.0
6;8;MCO;DFW;13.0;14.0
6;8;MCO;DSM;18.0;7.0
6;8;MCO;DTW;17.5;7.5
6;8;MCO;EWR;14.5;11.0
6;8;MCO;FLL;9.5;5.0
6;8;MCO;ISP;10.0;3.0
6;8;MCO;JFK;15.0;7.0
6;8;MCO;LAS;15.0;8.0
6;8;MCO;LAX;17.0;12.0
6;8;MCO;LGA;15.0;8.0
6;8;MCO;MCI;20.0;4.0
6;8;MCO;MDW;12.0;5.0
6;8;MCO;MKE;10.0;3.0
6;8;MCO;MSP;21.0;5.0
6;8;MCO;ORD;16.0;11.0
6;8;MCO;PHL;16.0;10.0
6;8;MCO;PIT;13.0;3.0
6;8;MCO;RDU;10.0;2.0
6;8;MCO;SAN;15.0;2.0
6;8;MCO;SAT;13.0;2.0
6;8;MCO;TUL;12.5;43.0
6;8;MDT;ATL;14.0;5.0
6;8;MDT;CLT;16.0;15.0
6;8;MDW;ATL;15.0;7.0
6;8;MDW;BNA;10.5;10.5
6;8;MDW;BWI;12.0;8.0
6;8;MDW;CMH;7.0;4.0
6;8;MDW;DAL;8.0;4.0
6;8;MDW;DCA;10.0;5.0
6;8;MDW;DTW;8.0;6.0
6;8;MDW;EWR;14.0;10.0
6;8;MDW;LAS;19.5;5.0
6;8;MDW;LAX;10.0;10.0
6;8;MDW;MSP;11.0;6.0
6;8;MDW;OMA;9.0;3.0
6;8;MDW;SAN;13.0;15.0
6;8;MEI;DFW;7.0;37.0
6;8;MEM;ATL;12.5;5.0
6;8;MEM;DAL;8.0;4.0
6;8;MEM;IAH;12.0;8.0
6;8;MEM;LAX;12.0;9.0
6;8;MEM;ORD;13.0;9.0
6;8;MFR;LAX;11.0;14.0
6;8;MFR;SLC;14.0;6.0
6;8;MGM;ATL;48.0;11.0
6;8;MGM;CLT;20.0;13.5
6;8;MHK;DFW;22.5;11.5
6;8;MHT;ATL;13.0;8.5
6;8;MHT;CLT;19.5;7.0
6;8;MHT;DCA;14.0;4.0
6;8;MHT;DTW;16.0;4.0
6;8;MHT;MDW;9.0;2.0
6;8;MIA;ATL;14.0;10.0
6;8;MIA;AUS;13.5;8.0
6;8;MIA;CLT;14.0;6.0
6;8;MIA;DEN;20.0;5.0
6;8;MIA;EWR;15.0;8.0
6;8;MIA;IAH;13.0;4.0
6;8;MIA;MCO;17.0;10.5
6;8;MIA;ORD;23.0;12.0
6;8;MKE;BNA;7.5;6.0
6;8;MKE;CVG;28.0;4.0
6;8;MKE;DEN;21.5;21.5
6;8;MKE;DFW;14.0;9.0
6;8;MKE;DTW;10.0;16.0
6;8;MKE;LAS;16.5;3.5
6;8;MLB;CLT;9.0;10.0
6;8;MLI;ATL;13.0;7.0
6;8;MLI;DTW;37.0;7.0
6;8;MLI;MSP;30.0;20.5
6;8;MLU;ATL;15.0;8.0
6;8;MOB;ATL;15.5;7.5
6;8;MOB;CLT;4.0;10.0
6;8;MRY;PHX;12.0;14.0
6;8;MSN;DTW;11.0;16.0
6;8;MSN;MSP;24.0;3.0
6;8;MSP;BNA;14.0;6.0
6;8;MSP;DAL;15.0;5.0
6;8;MSP;DEN;30.0;6.0
6;8;MSP;DFW;16.0;9.0
6;8;MSP;IAH;17.0;5.0
6;8;MSP;LAS;17.0;7.0
6;8;MSP;LAX;15.0;11.0
6;8;MSP;MCI;16.0;7.0
6;8;MSP;MDW;31.5;5.0
6;8;MSP;ORD;21.0;13.5
6;8;MSP;PHX;11.5;6.0
6;8;MSP;SEA;26.0;8.0
6;8;MSP;SLC;25.0;10.0
6;8;MSP;STL;12.5;6.0
6;8;MSY;ATL;14.5;12.5
6;8;MSY;DAL;14.0;5.0
6;8;MSY;DEN;9.0;6.0
6;8;MSY;DFW;13.0;5.0
6;8;MSY;IAH;9.0;4.0
6;8;MSY;LAS;8.0;4.0
6;8;MSY;LAX;12.0;9.0
6;8;MSY;MDW;9.0;6.0
6;8;MSY;MIA;17.0;11.0
6;8;MSY;ORD;10.0;10.0
6;8;MSY;SFO;13.0;9.0
6;8;OAJ;CLT;22.0;8.0
6;8;OAK;LAS;16.0;4.0
6;8;OAK;LAX;9.0;7.0
6;8;OAK;PHX;17.0;7.0
6;8;OAK;SAN;19.0;3.0
6;8;OAK;SEA;26.0;14.0
6;8;OAK;SLC;12.0;7.0
6;8;OKC;DFW;12.0;8.0
6;8;OKC;ORD;21.5;15.0
6;8;OMA;DFW;30.5;9.5
6;8;OMA;IAH;14.0;10.0
6;8;OMA;LAX;23.0;7.0
6;8;OMA;MSP;30.5;4.0
6;8;OMA;ORD;15.0;11.5
6;8;OMA;PHX;21.0;4.0
6;8;ONT;PHX;16.0;9.0
6;8;ONT;SEA;24.0;14.0
6;8;ONT;SLC;10.5;15.0
6;8;ORD;ALB;15.0;4.0
6;8;ORD;ATL;14.5;7.0
6;8;ORD;BHM;17.0;5.0
6;8;ORD;CMH;16.0;5.0
6;8;ORD;CVG;19.0;4.5
6;8;ORD;DCA;14.0;3.0
6;8;ORD;DEN;25.0;11.0
6;8;ORD;DTW;37.0;8.5
6;8;ORD;GRR;19.0;6.0
6;8;ORD;IAH;17.0;6.0
6;8;ORD;LAX;11.5;10.0
6;8;ORD;LEX;36.0;4.0
6;8;ORD;MSP;26.0;5.0
6;8;ORD;SEA;13.0;8.0
6;8;ORD;SFO;17.0;5.0
6;8;ORD;SLC;13.5;4.0
6;8;ORD;SYR;16.0;5.0
6;8;ORD;XNA;25.0;4.5
6;8;ORF;DEN;21.0;7.0
6;8;ORF;IAH;12.5;6.0
6;8;ORF;ORD;18.0;4.0
6;8;PAE;SFO;17.0;7.0
6;8;PAH;ORD;9.0;25.0
6;8;PBI;ATL;11.0;9.0
6;8;PBI;BWI;8.0;5.0
6;8;PBI;CLT;11.0;15.0
6;8;PBI;EWR;10.5;11.0
6;8;PBI;ISP;22.0;4.0
6;8;PBI;PHL;17.0;5.0
6;8;PDX;BOI;13.0;3.0
6;8;PDX;LAS;14.5;6.0
6;8;PDX;LAX;14.0;9.0
6;8;PDX;LGB;14.0;4.0
6;8;PDX;OAK;15.0;5.0
6;8;PDX;SAN;14.5;3.0
6;8;PDX;SFO;11.0;15.0
6;8;PDX;SJC;11.0;5.0
6;8;PDX;SLC;16.0;5.0
6;8;PDX;SMF;13.5;4.5
6;8;PDX;SNA;19.0;8.0
6;8;PDX;STS;11.0;3.5
6;8;PGD;DAY;8.0;5.0
6;8;PGD;LCK;12.0;8.0
6;8;PGD;LEX;10.0;4.0
6;8;PGD;PIT;15.0;7.0
6;8;PGD;RFD;9.0;5.0
6;8;PHF;ATL;11.5;7.5
6;8;PHL;ATL;14.0;6.0
6;8;PHL;AUS;28.0;9.0
6;8;PHL;BNA;19.0;10.0
6;8;PHL;BOS;12.0;5.0
6;8;PHL;CLT;16.0;10.5
6;8;PHL;DEN;11.0;6.0
6;8;PHL;IAH;18.0;6.0
6;8;PHL;LAS;20.0;5.5
6;8;PHL;MCO;16.0;10.0
6;8;PHL;MEM;12.0;11.0
6;8;PHL;MIA;16.0;6.0
6;8;PHL;MSP;15.0;5.0
6;8;PHL;MSY;20.0;6.0
6;8;PHL;SAT;15.0;7.0
6;8;PHL;TPA;15.0;5.0
6;8;PHX;ABQ;8.5;3.0
6;8;PHX;BUR;7.0;14.0
6;8;PHX;DEN;13.0;5.0
6;8;PHX;PDX;15.5;4.0
6;8;PHX;SEA;14.0;8.5
6;8;PHX;SFO;14.0;8.0
6;8;PHX;SJC;10.0;3.0
6;8;PHX;SLC;11.5;11.0
6;8;PHX;SNA;10.0;4.0
6;8;PIA;ATL;21.0;7.5
6;8;PIA;MSP;24.0;10.0
6;8;PIE;CID;12.0;7.0
6;8;PIE;ELM;8.0;5.0
6;8;PIE;GSO;10.5;5.5
6;8;PIE;LEX;9.5;6.5
6;8;PIE;OMA;10.0;4.0
6;8;PIE;PIT;11.0;4.0
6;8;PIE;TOL;11.0;7.0
6;8;PIT;ATL;26.0;6.0
6;8;PIT;DCA;15.0;7.0
6;8;PIT;DEN;29.0;7.0
6;8;PIT;IAH;11.0;12.0
6;8;PIT;LAS;9.5;5.5
6;8;PIT;TPA;15.0;4.0
6;8;PNS;ATL;12.0;8.0
6;8;PNS;CLT;12.0;12.0
6;8;PNS;MIA;13.0;4.0
6;8;PQI;EWR;22.5;19.0
6;8;PSC;SFO;18.0;4.0
6;8;PSC;SLC;10.0;9.0
6;8;PSP;PHX;27.0;4.0
6;8;PSP;SEA;11.0;7.0
6;8;PSP;SLC;11.0;4.0
6;8;PVD;ATL;15.0;6.0
6;8;PVD;CLT;10.5;4.0
6;8;PVD;MCO;9.0;7.0
6;8;PVD;ORD;19.0;11.5
6;8;PWM;ATL;16.0;12.0
6;8;PWM;CLT;14.0;10.0
6;8;PWM;ORD;11.5;13.0
6;8;RAP;MSP;15.5;3.5
6;8;RDM;SLC;10.0;18.0
6;8;RDU;ATL;20.0;7.0
6;8;RDU;BOS;19.0;9.0
6;8;RDU;CLE;16.0;10.0
6;8;RDU;CLT;35.0;15.0
6;8;RDU;CVG;19.0;4.0
6;8;RDU;DCA;13.0;4.0
6;8;RDU;DEN;13.5;7.5
6;8;RDU;DFW;20.5;6.5
6;8;RDU;EWR;21.0;5.5
6;8;RDU;FLL;11.0;3.0
6;8;RDU;IAH;16.0;3.0
6;8;RDU;LAX;15.0;12.0
6;8;RDU;ORD;26.0;24.0
6;8;RDU;PHL;18.0;5.0
6;8;RDU;SAT;15.0;8.0
6;8;RDU;SFO;20.0;9.0
6;8;RDU;TPA;8.5;3.5
6;8;RHI;MSP;34.0;4.0
6;8;RIC;ATL;18.0;5.0
6;8;RIC;BOS;10.0;9.0
6;8;RIC;CLT;13.5;11.5
6;8;RIC;DEN;13.0;9.0
6;8;RIC;FLL;10.0;5.0
6;8;RIC;IAH;17.0;8.0
6;8;RIC;MSP;15.0;16.0
6;8;RNO;BOI;28.0;3.0
6;8;RNO;PHX;21.0;8.0
6;8;RNO;SAN;14.5;5.0
6;8;RNO;SEA;11.0;17.0
6;8;RNO;SLC;12.0;5.0
6;8;ROC;ATL;11.5;7.0
6;8;ROC;MSP;8.5;4.0
6;8;RSW;CLT;12.0;10.0
6;8;RSW;DCA;18.0;3.0
6;8;RSW;EWR;13.5;9.5
6;8;RSW;JFK;10.0;10.0
6;8;RSW;MDW;8.0;7.5
6;8;SAN;LAS;23.0;5.0
6;8;SAN;OAK;20.5;5.5
6;8;SAN;PHX;16.0;8.0
6;8;SAN;SFO;23.0;4.0
6;8;SAN;SJC;20.0;2.5
6;8;SAN;SMF;23.0;4.0
6;8;SAT;LAX;13.0;56.0
6;8;SAT;SFO;14.0;22.0
6;8;SAV;DFW;10.0;7.0
6;8;SAV;EWR;27.5;11.0
6;8;SAV;LGA;17.0;12.0
6;8;SAV;ORD;25.0;9.0
6;8;SBA;PHX;30.5;8.5
6;8;SBN;ATL;14.0;7.0
6;8;SBN;CLT;20.0;37.0
6;8;SBN;DFW;17.5;23.5
6;8;SBN;EWR;11.0;8.0
6;8;SBN;MSP;79.0;6.0
6;8;SBP;PHX;10.0;10.0
6;8;SDF;CLT;9.0;17.5
6;8;SDF;DFW;24.5;9.5
6;8;SDF;DTW;28.0;13.0
6;8;SDF;EWR;14.0;19.0
6;8;SDF;LGA;13.0;8.0
6;8;SDF;MCO;34.0;9.0
6;8;SEA;ANC;18.0;4.0
6;8;SEA;BOI;12.0;3.0
6;8;SEA;LAS;20.5;6.0
6;8;SEA;LAX;13.5;12.5
6;8;SEA;LGB;14.5;3.0
6;8;SEA;OAK;14.0;5.0
6;8;SEA;ONT;19.5;3.5
6;8;SEA;SAN;18.5;4.0
6;8;SEA;SFO;22.0;8.0
6;8;SEA;SLC;15.0;4.0
6;8;SEA;SMF;21.0;5.5
6;8;SEA;SNA;21.0;4.0
6;8;SFB;CKB;12.0;6.0
6;8;SFB;ELM;12.0;7.0
6;8;SFB;FWA;13.0;7.0
6;8;SFB;LEX;14.0;4.0
6;8;SFB;PIT;25.0;4.0
6;8;SFB;ROA;14.0;5.0
6;8;SFO;BUR;25.0;15.0
6;8;SFO;LAS;20.0;7.0
6;8;SFO;LAX;15.0;13.0
6;8;SFO;PDX;20.0;3.0
6;8;SFO;PHX;17.5;4.5
6;8;SFO;SEA;20.0;10.0
6;8;SFO;SLC;15.0;17.0
6;8;SFO;SNA;20.0;3.5
6;8;SGF;ATL;29.0;12.0
6;8;SGF;IAH;12.0;9.0
6;8;SGF;ORD;20.5;13.5
6;8;SHV;ATL;14.0;10.5
6;8;SHV;DEN;12.0;8.0
6;8;SJC;BUR;10.0;1.0
6;8;SJC;LAS;15.5;4.5
6;8;SJC;LAX;20.0;11.0
6;8;SJC;PDX;17.0;4.0
6;8;SJC;PHX;22.0;6.0
6;8;SJC;SAN;19.0;3.0
6;8;SJC;SEA;16.5;8.5
6;8;SJC;SNA;16.0;3.0
6;8;SJU;MCO;11.5;7.5
6;8;SLC;DEN;12.0;8.0
6;8;SMF;BUR;7.0;1.0
6;8;SMF;LAX;13.0;14.0
6;8;SMF;SAN;11.0;4.0
6;8;SMF;SEA;15.0;12.0
6;8;SMF;SLC;14.0;9.0
6;8;SNA;LAS;21.5;4.5
6;8;SNA;OAK;23.0;5.0
6;8;SNA;PHX;23.0;7.0
6;8;SNA;SFO;22.5;7.0
6;8;SNA;SJC;23.0;4.0
6;8;SNA;SMF;19.5;3.0
6;8;SPI;DFW;9.0;14.0
6;8;SRQ;CLE;12.0;5.0
6;8;SRQ;CLT;13.0;19.0
6;8;SRQ;IND;10.0;8.0
6;8;STL;ATL;10.0;6.0
6;8;STL;CLT;11.0;13.0
6;8;STL;DAL;16.0;3.0
6;8;STL;DEN;33.0;16.0
6;8;STL;DFW;16.0;9.0
6;8;STL;IAH;16.5;10.0
6;8;STL;LAS;8.0;4.0
6;8;STL;LAX;13.0;13.0
6;8;STL;MSP;11.5;11.0
6;8;STL;ORD;15.0;13.5
6;8;STL;PHX;8.0;4.0
6;8;STL;SAN;16.0;3.0
6;8;STL;SEA;16.0;6.0
6;8;STL;SFO;11.0;7.0
6;8;STS;LAX;9.0;7.0
6;8;SYR;ATL;22.0;7.5
6;8;SYR;CLT;12.0;9.0
6;8;TLH;CLT;11.0;12.0
6;8;TLH;DCA;11.0;17.0
6;8;TLH;DFW;11.0;6.0
6;8;TOL;CLT;20.0;8.5
6;8;TPA;ATL;11.0;7.0
6;8;TPA;BWI;11.5;4.0
6;8;TPA;CLE;20.0;7.0
6;8;TPA;CLT;11.5;9.0
6;8;TPA;DAL;9.5;13.0
6;8;TPA;DCA;16.0;22.0
6;8;TPA;EWR;14.0;8.0
6;8;TPA;HOU;11.0;4.0
6;8;TPA;IND;11.0;4.0
6;8;TPA;LAX;19.0;8.5
6;8;TPA;LGA;9.0;5.5
6;8;TPA;MCI;15.0;3.0
6;8;TPA;MDW;8.0;4.0
6;8;TPA;MKE;10.0;3.0
6;8;TPA;ORD;15.0;18.0
6;8;TPA;RDU;12.5;4.0
6;8;TPA;SAN;19.0;6.0
6;8;TPA;SJU;14.5;9.5
6;8;TPA;STL;8.0;3.0
6;8;TTN;ATL;12.0;8.0
6;8;TTN;JAX;10.0;7.0
6;8;TTN;TPA;23.0;6.0
6;8;TUL;ATL;14.5;7.5
6;8;TUL;DFW;15.5;11.5
6;8;TUL;IAH;21.0;8.0
6;8;TUL;ORD;21.0;14.0
6;8;TUL;STL;11.0;4.0
6;8;TUS;LAX;14.5;22.5
6;8;TUS;SFO;16.0;25.0
6;8;TXK;DFW;14.0;17.0
6;8;TYR;DFW;15.5;16.5
6;8;TYS;DEN;31.0;7.0
6;8;TYS;DFW;9.0;15.0
6;8;TYS;EWR;19.0;7.0
6;8;TYS;LGA;13.0;7.0
6;8;TYS;MIA;12.0;4.0
6;8;TYS;MSP;32.0;5.5
6;8;UIN;ORD;4.0;7.0
6;8;VPS;ATL;15.0;7.0
6;8;VPS;IAH;11.0;9.5
6;8;VPS;OKC;13.0;5.0
6;8;XNA;ATL;19.0;8.0
6;8;XNA;DFW;26.5;11.0
6;8;XNA;IAH;13.0;10.0
6;8;XNA;MSP;21.0;6.0
6;8;XNA;ORD;13.0;11.5
6;8;XNA;SFO;13.0;6.0
6;9;ABE;ATL;15.0;5.0
6;9;ABQ;DFW;13.0;12.0
6;9;ABQ;HOU;11.0;5.0
6;9;ABQ;MCI;19.5;4.0
6;9;ACY;FLL;10.5;7.5
6;9;ACY;MCO;9.0;4.0
6;9;ACY;RSW;11.0;6.0
6;9;ALB;MCO;8.0;6.0
6;9;ALB;TPA;25.0;4.0
6;9;ATL;BOS;14.0;4.0
6;9;ATL;LGA;15.0;7.5
6;9;ATW;ATL;23.5;5.5
6;9;ATW;DTW;20.5;11.0
6;9;AUS;ATL;14.0;9.5
6;9;AUS;BNA;7.0;6.0
6;9;AUS;MIA;13.0;8.0
6;9;AUS;MSP;14.0;6.0
6;9;AUS;ORD;16.0;12.0
6;9;AUS;SEA;23.0;11.0
6;9;AZA;GRI;12.0;8.0
6;9;AZA;GTF;16.0;5.0
6;9;AZA;IDA;10.0;4.0
6;9;AZA;MSO;9.0;6.0
6;9;BDL;DFW;16.0;14.0
6;9;BDL;MCO;10.0;4.0
6;9;BDL;MIA;18.0;9.0
6;9;BDL;SFO;17.0;7.0
6;9;BDL;TPA;10.0;5.0
6;9;BHM;DCA;12.0;4.0
6;9;BHM;DTW;13.0;10.0
6;9;BHM;LGA;18.0;6.0
6;9;BHM;MIA;15.0;5.0
6;9;BHM;ORD;13.0;29.5
6;9;BIL;MSP;10.0;3.0
6;9;BIS;DFW;21.0;17.0
6;9;BNA;ATL;71.0;8.0
6;9;BNA;BOS;41.0;7.0
6;9;BNA;DTW;14.0;8.0
6;9;BNA;FLL;9.0;4.0
6;9;BNA;JFK;31.0;14.0
6;9;BNA;LAX;9.0;11.0
6;9;BNA;LGA;11.0;10.5
6;9;BNA;MCO;9.5;6.0
6;9;BNA;MIA;18.0;6.5
6;9;BNA;PHL;14.0;5.0
6;9;BNA;SAN;9.0;2.0
6;9;BNA;SEA;21.0;7.0
6;9;BNA;SFO;16.5;10.0
6;9;BOS;ATL;21.0;9.0
6;9;BOS;DFW;18.0;13.0
6;9;BOS;DTW;16.0;6.0
6;9;BOS;LAX;14.0;7.0
6;9;BOS;MIA;18.0;8.0
6;9;BOS;MSP;17.0;10.0
6;9;BOS;PBI;26.5;3.5
6;9;BOS;PHX;16.5;16.0
6;9;BOS;SAV;16.0;4.0
6;9;BOS;SEA;16.0;5.0
6;9;BOS;SFO;18.0;7.0
6;9;BOS;SLC;20.5;4.5
6;9;BQN;JFK;13.0;6.0
6;9;BTV;ATL;11.0;13.0
6;9;BUF;FLL;14.0;8.0
6;9;BUF;TPA;9.0;6.0
6;9;BWI;AUS;19.5;4.5
6;9;BWI;FLL;10.0;3.0
6;9;BWI;HOU;9.0;18.0
6;9;BWI;LAS;24.5;8.0
6;9;BWI;LAX;11.5;9.0
6;9;BWI;RSW;13.0;3.0
6;9;BWI;SAN;23.0;8.0
6;9;BWI;TPA;16.5;3.5
6;9;CAE;LGA;14.0;20.0
6;9;CHA;PHL;12.0;3.0
6;9;CHS;JFK;19.0;12.0
6;9;CID;DFW;27.0;11.0
6;9;CID;DTW;15.0;9.0
6;9;CLE;ATL;24.0;10.0
6;9;CLE;FLL;28.0;5.0
6;9;CLE;PHX;9.0;4.0
6;9;CLE;TPA;12.0;7.0
6;9;CLT;JFK;21.0;12.5
6;9;CMH;JFK;9.5;22.0
6;9;CMH;MIA;23.5;5.0
6;9;CMH;PHX;32.0;3.0
6;9;CMH;RSW;9.0;4.0
6;9;CMI;DFW;23.0;10.0
6;9;COS;DFW;18.5;20.0
6;9;CVG;MCO;14.0;8.0
6;9;CVG;RSW;13.0;6.0
6;9;DAL;BWI;10.0;15.0
6;9;DAL;DCA;19.0;5.0
6;9;DAL;MCO;11.5;10.0
6;9;DAL;TPA;11.0;3.0
6;9;DCA;DFW;21.0;13.0
6;9;DCA;FLL;12.0;6.0
6;9;DCA;HOU;13.0;8.0
6;9;DCA;MCO;20.0;7.0
6;9;DCA;MIA;15.0;6.0
6;9;DEN;BMI;13.0;8.0
6;9;DEN;BNA;18.0;7.0
6;9;DEN;DFW;26.5;12.0
6;9;DEN;DSM;18.0;6.0
6;9;DEN;MCI;20.0;3.0
6;9;DEN;MDW;11.0;5.0
6;9;DEN;MSP;28.0;8.0
6;9;DEN;OMA;12.0;9.0
6;9;DEN;ORD;12.0;42.0
6;9;DEN;PHX;11.0;5.0
6;9;DEN;STL;11.0;3.0
6;9;DEN;TUL;17.0;7.0
6;9;DFW;ATL;15.0;9.0
6;9;DFW;DCA;15.5;6.0
6;9;DFW;FLL;11.5;9.5
6;9;DFW;MCO;10.5;6.5
6;9;DFW;MIA;14.0;8.0
6;9;DFW;MSP;16.0;8.0
6;9;DFW;SEA;21.0;7.0
6;9;DFW;TYS;25.0;4.0
6;9;DHN;ATL;14.0;11.0
6;9;DRO;DFW;14.0;12.0
6;9;DSM;ATL;23.0;8.0
6;9;DSM;DCA;11.0;4.0
6;9;DSM;DTW;17.0;8.0
6;9;DSM;PHL;11.5;4.5
6;9;DTW;FLL;10.0;7.0
6;9;DTW;MIA;15.0;11.0
6;9;DTW;RDU;20.0;5.0
6;9;DTW;RSW;11.0;5.0
6;9;ECP;DFW;19.0;19.0
6;9;ECP;IAH;14.0;5.0
6;9;ELP;DFW;17.0;10.0
6;9;ELP;HOU;9.0;3.5
6;9;ELP;IAH;13.0;5.0
6;9;EVV;DTW;27.0;9.0
6;9;EWR;ATL;24.5;15.0
6;9;EWR;AUS;19.5;6.5
6;9;EWR;DFW;18.5;9.0
6;9;EWR;FLL;15.0;5.0
6;9;EWR;IAH;21.0;6.0
6;9;EWR;JAX;21.0;5.0
6;9;EWR;LAS;14.0;8.0
6;9;EWR;LAX;26.0;7.0
6;9;EWR;MCO;19.0;7.0
6;9;EWR;MIA;23.5;7.5
6;9;EWR;PHX;13.0;9.0
6;9;EWR;RSW;15.0;6.5
6;9;EWR;SEA;23.0;6.0
6;9;EWR;SFO;15.5;7.5
6;9;EWR;SLC;12.0;8.5
6;9;EWR;TPA;17.0;6.0
6;9;FAR;DFW;29.0;10.5
6;9;FAT;SEA;10.0;8.0
6;9;FCA;DEN;20.0;8.0
6;9;FLL;BWI;16.0;5.5
6;9;FLL;DAL;8.0;2.0
6;9;FLL;DCA;13.0;3.0
6;9;FLL;EWR;19.0;9.0
6;9;FLL;PBG;26.0;6.0
6;9;FLL;PHL;19.0;7.0
6;9;FLL;SFO;14.0;14.0
6;9;FLL;SJU;16.5;6.5
6;9;FLL;SYR;16.0;5.0
6;9;FSD;ATL;12.0;7.5
6;9;FSD;DFW;37.0;14.0
6;9;FSM;ATL;19.0;7.5
6;9;GEG;DEN;103.0;10.0
6;9;GEG;LAX;11.5;11.5
6;9;GEG;SLC;20.0;4.0
