Scheduled Departure (Hour);Scheduled Arrival (Hour);Departing Airport;Arriving Airport;Hourly Taxi_Out Duration (Median);Hourly Taxi_In Duration (Median)
0;1;CLT;CAE;16.0;5.0
0;1;CLT;GSO;13.0;3.0
0;1;CLT;RDU;13.0;3.0
0;1;DFW;BHM;20.0;3.0
0;1;DFW;DEN;15.0;10.0
0;1;DFW;ELP;13.0;4.0
0;1;DFW;SAT;21.0;5.0
0;3;ORD;CHO;29.0;3.0
0;3;ORD;MDT;16.0;2.0
0;3;SEA;ANC;21.0;3.0
0;4;ANC;SEA;11.5;5.0
0;4;IAH;IAD;21.0;3.0
0;4;LAX;DEN;13.5;11.0
0;4;ORD;ANC;15.0;4.0
0;4;PDX;DEN;15.0;14.0
0;4;SEA;DEN;15.0;9.0
0;4;SFO;DEN;13.5;8.5
0;4;SLC;MSP;10.0;3.0
0;5;ANC;PDX;11.0;5.0
0;5;ANC;SEA;15.5;4.5
0;5;DEN;ATL;12.0;8.5
0;5;DEN;MCO;14.0;7.0
0;5;DEN;PHL;10.0;8.0
0;5;DEN;TPA;13.5;6.0
0;5;FAI;SEA;11.0;4.0
0;5;FAT;DFW;9.0;3.0
0;5;LAS;AUS;12.0;9.0
0;5;LAS;IAH;13.5;9.0
0;5;LAS;MSP;15.5;4.0
0;5;LAS;ORD;12.0;7.0
0;5;LAS;STL;11.0;6.5
0;5;LAX;DFW;14.0;11.0
0;5;LAX;IAH;17.0;6.0
0;5;MSP;FLL;10.0;5.0
0;5;ONT;DFW;13.0;5.0
0;5;PDX;DFW;19.0;5.0
0;5;PHX;DFW;9.0;6.0
0;5;PHX;ORD;12.5;11.0
0;5;SEA;DFW;14.0;4.0
0;5;SEA;MSP;12.0;4.0
0;5;SFO;DFW;15.5;6.0
0;5;SFO;MSP;15.0;9.0
0;5;SMF;DFW;12.5;5.0
0;6;ABQ;MCO;13.5;25.0
0;6;COS;MCO;30.0;15.0
0;6;DEN;IAD;13.0;10.0
0;6;DEN;LGA;14.0;9.0
0;6;DEN;MCO;13.0;7.0
0;6;DEN;PHL;12.5;9.5
0;6;DEN;RDU;13.0;11.0
0;6;DEN;RSW;33.0;5.0
0;6;DEN;TPA;14.0;10.0
0;6;FAI;SFO;13.0;5.0
0;6;FAT;DFW;9.5;15.0
0;6;LAS;ATL;13.0;7.5
0;6;LAS;ORD;11.0;12.0
0;6;LAX;MSP;17.0;3.0
0;6;LAX;ORD;25.0;10.0
0;6;PDX;IAH;10.5;6.0
0;6;PDX;MSP;8.0;5.0
0;6;PDX;ORD;14.0;7.0
0;6;PHX;ATL;12.0;5.5
0;6;PHX;PHL;15.0;4.0
0;6;RNO;DFW;11.0;6.0
0;6;SEA;DFW;14.0;5.0
0;6;SEA;IAH;13.0;5.0
0;6;SEA;MSP;16.5;8.0
0;6;SEA;ORD;13.5;13.0
0;6;SFO;DFW;17.0;6.0
0;6;SFO;IAH;20.0;5.0
0;6;SFO;ORD;19.5;12.5
0;6;SLC;ATL;12.0;7.0
0;6;SLC;CLT;12.0;3.5
0;6;SLC;DTW;13.0;15.0
0;6;SLC;PHL;14.0;22.5
0;6;SMF;IAH;11.5;5.0
0;7;ANC;PHX;8.0;5.0
0;7;LAS;ATL;13.5;12.0
0;7;LAS;CLT;17.0;6.0
0;7;LAS;MCO;13.0;6.0
0;7;LAX;ORD;16.0;10.0
0;7;ONT;MCO;11.0;7.0
0;7;PHX;MIA;9.0;3.0
0;7;PHX;PHL;16.0;5.0
0;7;SEA;IAH;23.0;13.0
0;7;SEA;ORD;20.0;14.0
0;7;SFO;ORD;20.0;5.0
0;8;LAS;CLT;12.0;15.0
0;8;LAX;CLT;14.0;11.0
0;8;LAX;EWR;16.0;9.0
0;8;LAX;JFK;15.0;9.0
0;8;LAX;MIA;14.0;6.0
0;8;ONT;MCO;10.5;9.0
0;8;SFO;CLT;14.0;11.0
0;8;SFO;PHL;14.0;5.0
0;9;LAX;EWR;17.0;5.0
0;9;LAX;JFK;17.0;9.0
0;9;SFO;EWR;16.0;34.0
0;9;SFO;PHL;15.0;13.0
1;4;BQN;EWR;11.5;5.5
1;4;BQN;FLL;18.5;7.5
1;4;LAS;DEN;13.0;6.5
1;4;PSE;MCO;12.0;6.0
1;4;SJU;MCO;12.0;6.0
1;5;ANC;SEA;13.0;6.0
1;5;BQN;EWR;11.5;5.5
1;5;FAI;SEA;10.0;36.0
1;5;LAS;DFW;11.0;4.0
1;5;LAS;IAH;12.0;6.0
1;5;PHX;DFW;11.0;7.0
1;5;PHX;MSP;12.0;22.0
1;5;SJU;EWR;11.5;6.0
1;5;SJU;PHL;9.0;9.0
1;6;ANC;SEA;15.0;9.0
1;6;COS;MCO;72.0;9.0
1;6;DEN;CLT;13.0;5.0
1;6;DEN;PHL;12.0;5.0
1;6;FAI;SEA;12.0;7.0
1;6;LAS;DFW;12.0;7.0
1;6;LAS;HNL;16.0;9.0
1;6;LAS;IAH;12.0;9.0
1;6;LAS;MSP;11.5;11.0
1;6;LAS;ORD;13.0;11.0
1;6;LAX;IAH;15.0;5.0
1;6;ONT;DFW;9.0;11.0
1;6;SMF;DFW;13.0;12.0
1;7;DEN;MIA;16.0;16.0
1;7;GEG;DFW;12.0;22.0
1;7;LAX;ORD;16.0;9.0
1;7;PHX;DCA;15.0;5.0
1;7;PHX;MIA;12.0;9.0
1;7;SEA;DFW;14.0;10.0
1;8;PHX;CLT;14.0;10.0
2;3;GUM;SPN;5.0;5.0
2;4;BQN;MCO;9.0;3.0
2;5;BQN;FLL;10.0;7.0
2;5;BQN;MCO;9.0;10.0
2;5;IAG;FLL;9.0;6.0
2;5;SJU;BOS;9.0;3.0
2;5;SJU;EWR;12.0;6.0
2;5;SJU;MCO;13.0;13.5
2;6;ANC;PDX;11.0;4.0
2;6;ANC;SEA;9.0;10.0
2;6;PBG;FLL;15.0;8.0
2;6;SJU;BDL;10.0;6.5
2;6;SJU;BOS;11.0;6.0
2;6;SJU;IAD;13.0;6.0
2;6;SJU;ISP;11.0;7.0
2;7;SJU;EWR;9.0;10.0
3;5;BQN;FLL;11.0;6.0
3;5;SJU;MCO;10.5;5.5
3;6;BQN;FLL;10.0;7.0
3;6;BQN;MCO;9.0;9.0
3;6;PSE;JFK;26.0;6.0
3;6;PSE;MCO;12.5;4.0
3;6;SJU;EWR;14.0;8.0
3;6;SJU;FLL;10.0;14.0
3;6;SJU;IAD;13.0;5.0
3;6;SJU;MCO;14.0;23.0
3;6;SJU;PHL;14.0;10.0
4;5;SPN;GUM;5.0;5.0
4;6;BQN;FLL;17.0;6.0
4;6;BQN;MCO;12.0;4.0
4;6;ICT;ORD;13.0;10.0
4;6;SJU;MCO;15.0;15.0
4;7;SJU;BDL;12.0;6.0
4;7;SJU;BOS;9.0;5.0
4;7;SJU;MCO;10.0;9.0
4;8;PHX;IAH;14.0;11.0
4;8;SJU;BOS;10.0;6.0
4;8;SJU;EWR;9.0;7.5
4;8;SJU;JFK;8.5;7.0
4;9;ANC;SEA;11.0;12.0
5;5;BLI;SEA;16.0;4.0
5;5;BOI;PDX;15.0;11.0
5;5;DVL;JMS;22.0;3.0
5;5;EUG;PDX;10.0;5.0
5;5;EWR;BOS;14.0;6.0
5;5;FCA;SEA;10.0;3.0
5;5;GRR;MDW;13.0;8.0
5;5;GRR;ORD;11.0;6.0
5;5;HNL;ITO;9.0;6.0
5;5;HNL;KOA;10.0;5.0
5;5;HNL;LIH;9.0;5.0
5;5;HNL;OGG;11.0;6.0
5;5;IND;ORD;12.0;6.0
5;5;LBL;PUB;13.5;3.0
5;5;MFR;PDX;8.0;4.5
5;5;PDX;SEA;13.5;3.5
5;5;PIT;MDW;21.0;6.0
5;5;RDM;PDX;12.0;5.0
5;5;SEA;PDX;11.0;4.0
5;5;SPS;DFW;19.0;8.0
5;5;TYR;DFW;14.0;11.0
5;5;YKM;SEA;5.0;4.5
5;6;ABQ;OAK;15.0;7.0
5;6;ABQ;PHX;6.0;5.0
5;6;ABR;MSP;26.0;11.5
5;6;ACT;DFW;5.0;10.0
5;6;AEX;IAH;7.0;8.5
5;6;AGS;ATL;13.0;8.5
5;6;AGS;CLT;12.0;10.0
5;6;ALB;DCA;25.0;4.5
5;6;ALW;SEA;8.0;5.5
5;6;AMA;DAL;9.0;3.0
5;6;AMA;DFW;17.5;11.0
5;6;APN;PLN;21.0;7.5
5;6;ATL;CLT;19.0;4.5
5;6;ATL;DEN;10.0;9.0
5;6;ATL;MCI;14.0;4.0
5;6;ATW;ORD;10.0;9.0
5;6;AUS;DAL;11.0;6.0
5;6;AUS;DEN;11.0;6.5
5;6;AUS;DFW;16.0;10.5
5;6;AUS;IAH;13.0;6.0
5;6;AVL;ATL;19.0;6.0
5;6;AVL;CLT;16.0;11.0
5;6;AVL;ORD;24.0;5.0
5;6;AVP;ORD;21.0;12.0
5;6;AVP;PHL;17.0;12.0
5;6;AZO;DTW;17.0;8.0
5;6;BDL;BWI;10.0;2.5
5;6;BDL;DCA;8.0;3.0
5;6;BDL;MDW;21.0;6.0
5;6;BDL;ORD;14.0;14.0
5;6;BDL;PHL;24.0;11.0
5;6;BIL;DEN;14.0;8.0
5;6;BIS;MSP;12.5;4.0
5;6;BJI;MSP;14.5;8.5
5;6;BNA;ORD;17.0;9.0
5;6;BOI;DEN;15.0;9.0
5;6;BOS;DCA;13.0;4.5
5;6;BOS;EWR;14.0;8.0
5;6;BOS;MDW;14.0;3.5
5;6;BOS;MKE;16.0;6.0
5;6;BOS;ORD;12.0;9.0
5;6;BOS;PHL;17.0;12.0
5;6;BRO;DFW;13.5;7.5
5;6;BRO;IAH;17.0;6.0
5;6;BTR;DFW;16.0;5.0
5;6;BTR;IAH;12.5;6.5
5;6;BTV;JFK;13.0;11.0
5;6;BTV;PHL;19.0;16.0
5;6;BUF;DCA;11.5;12.5
5;6;BUF;JFK;12.0;5.5
5;6;BUF;ORD;17.5;11.0
5;6;BWI;BOS;12.0;7.0
5;6;BWI;CLT;13.0;7.0
5;6;BWI;EWR;19.0;8.5
5;6;CAE;ATL;11.0;6.0
5;6;CAE;CLT;9.0;6.0
5;6;CAK;DCA;18.5;4.0
5;6;CAK;ORD;17.0;7.0
5;6;CHA;CLT;10.0;14.0
5;6;CHO;CLT;10.0;12.0
5;6;CHS;ATL;11.5;6.0
5;6;CHS;CLT;11.0;8.0
5;6;CLE;CLT;14.0;7.0
5;6;CLE;DCA;9.0;5.0
5;6;CLE;DTW;13.0;8.0
5;6;CLE;EWR;10.0;14.0
5;6;CLE;MDW;10.0;5.0
5;6;CLE;ORD;18.0;7.0
5;6;CLL;DFW;10.0;9.0
5;6;CLT;HOU;16.0;13.0
5;6;CLT;ORD;12.0;10.0
5;6;CMH;CLT;15.0;10.0
5;6;CMH;DCA;12.0;5.0
5;6;CMH;MDW;9.0;4.0
5;6;CMH;ORD;12.0;9.0
5;6;COD;DEN;12.5;7.5
5;6;COU;ORD;24.0;7.0
5;6;CRP;DFW;16.0;8.5
5;6;CRP;IAH;10.0;8.0
5;6;CRW;CLT;20.0;12.0
5;6;CRW;DCA;7.0;2.0
5;6;DAB;CLT;9.0;6.5
5;6;DAY;CLT;21.0;24.0
5;6;DAY;ORD;17.5;5.5
5;6;DCA;CLT;16.5;5.0
5;6;DCA;ORD;22.5;4.0
5;6;DEN;LAS;22.0;5.0
5;6;DEN;PHX;12.0;5.0
5;6;DEN;SAN;12.5;3.0
5;6;DFW;DEN;15.5;17.5
5;6;DFW;IAH;17.0;10.0
5;6;DLH;MSP;12.0;5.0
5;6;DRO;DEN;23.0;4.0
5;6;DSM;ORD;16.5;8.5
5;6;DTW;CLT;45.0;4.0
5;6;DTW;ORD;16.0;7.0
5;6;DTW;PHX;12.5;5.5
5;6;EAT;SEA;15.0;7.0
5;6;ELP;LAS;13.0;3.0
5;6;ELP;LAX;12.0;8.0
5;6;EUG;SEA;12.0;8.0
5;6;EWN;CLT;11.0;6.0
5;6;EWR;BNA;20.0;5.0
5;6;EWR;BOS;17.0;10.0
5;6;EWR;CLT;22.5;6.0
5;6;EWR;ORD;16.0;11.0
5;6;FAI;ANC;25.0;4.0
5;6;FAR;MSP;25.0;4.0
5;6;FAT;SFO;13.0;4.0
5;6;FAY;CLT;24.0;14.0
5;6;FCA;SEA;16.0;5.0
5;6;FLL;BNA;24.0;7.0
5;6;FLL;MCO;14.5;8.5
5;6;FLO;CLT;29.5;16.0
5;6;FNT;ORD;40.5;9.5
5;6;FSD;MSP;17.5;6.5
5;6;FWA;CLT;17.0;3.0
5;6;GEG;PDX;12.5;7.5
5;6;GEG;SEA;12.5;6.5
5;6;GFK;MSP;11.0;5.0
5;6;GJT;DEN;21.5;5.5
5;6;GNV;CLT;13.0;7.0
5;6;GRB;ORD;26.0;15.0
5;6;GRK;DFW;11.0;7.0
5;6;GRK;IAH;21.0;13.0
5;6;GRR;DTW;11.5;9.5
5;6;GSO;ATL;12.0;6.0
5;6;GSO;CLT;15.0;11.0
5;6;GSP;ATL;15.0;4.0
5;6;GSP;CLT;23.0;7.0
5;6;HNL;LIH;12.5;6.0
5;6;HNL;OGG;11.0;8.0
5;6;HOU;DFW;16.5;14.5
5;6;HOU;MSY;10.0;5.0
5;6;HRL;IAH;13.0;9.0
5;6;HTS;CLT;21.0;10.5
5;6;HVN;PHL;6.0;12.0
5;6;IAD;CLT;15.0;10.0
5;6;IAH;DEN;12.0;14.0
5;6;IAH;DFW;13.5;5.5
5;6;IAH;PHX;15.0;5.0
5;6;ICT;DFW;11.0;8.0
5;6;ILM;CLT;11.0;5.0
5;6;IND;CLT;11.0;7.0
5;6;IND;LAS;13.0;4.0
5;6;IND;PHX;10.0;5.0
5;6;JAN;DFW;19.0;9.0
5;6;JAX;ATL;12.0;6.0
5;6;JAX;BNA;10.0;7.0
5;6;JAX;CLT;11.0;6.0
5;6;JFK;CLT;14.0;8.0
5;6;LAN;DTW;11.0;9.0
5;6;LAS;LAX;11.5;14.5
5;6;LAW;DFW;10.0;15.0
5;6;LAX;OAK;17.0;5.5
5;6;LAX;PHX;16.0;6.0
5;6;LAX;SMF;13.0;4.0
5;6;LBB;DAL;12.0;4.0
5;6;LBB;DFW;9.5;9.0
5;6;LBB;IAH;17.0;6.0
5;6;LCH;IAH;31.0;6.0
5;6;LEX;CLT;12.0;8.5
5;6;LFT;IAH;16.0;9.0
5;6;LIT;DAL;8.0;4.0
5;6;LIT;DFW;17.0;12.0
5;6;LIT;STL;9.0;2.0
5;6;LRD;IAH;11.0;8.0
5;6;LSE;ORD;13.0;27.0
5;6;MAF;DAL;9.0;4.0
5;6;MAF;DFW;14.5;10.0
5;6;MAF;IAH;12.0;7.0
5;6;MBS;DTW;22.0;10.0
5;6;MCI;DEN;22.0;7.0
5;6;MCI;MDW;8.0;3.0
5;6;MCI;ORD;12.0;6.0
5;6;MCI;PHX;11.5;10.0
5;6;MCI;STL;10.0;4.0
5;6;MCO;ATL;10.5;7.5
5;6;MCO;CLT;14.0;8.0
5;6;MCO;IAH;14.0;7.0
5;6;MDT;CLT;15.0;10.0
5;6;MEM;DFW;10.0;5.0
5;6;MEM;HOU;9.0;6.0
5;6;MFE;IAH;11.0;6.0
5;6;MFR;PDX;24.0;5.0
5;6;MFR;SEA;20.0;12.5
5;6;MKE;BNA;12.0;7.0
5;6;MKE;DEN;10.0;18.0
5;6;MKE;ORD;17.0;8.5
5;6;MLI;ORD;25.0;8.0
5;6;MLU;IAH;13.0;8.0
5;6;MOT;MSP;11.0;4.5
5;6;MSN;ORD;13.0;8.0
5;6;MSP;DEN;12.0;9.0
5;6;MSP;MDW;9.5;4.0
5;6;MSP;ORD;17.0;14.0
5;6;MSY;AUS;15.0;4.0
5;6;MSY;IAH;10.0;6.0
5;6;MYR;CLT;22.0;6.0
5;6;OAJ;CLT;22.0;8.0
5;6;OAK;LAS;16.0;4.0
5;6;OAK;LAX;11.5;5.0
5;6;OAK;SAN;8.0;6.0
5;6;OKC;DAL;11.0;6.0
5;6;OKC;DFW;13.0;10.0
5;6;OKC;IAH;12.0;4.0
5;6;OMA;ORD;11.0;9.0
5;6;OMA;PHX;10.0;6.0
5;6;ONT;LAS;9.5;3.5
5;6;ONT;OAK;8.0;7.0
5;6;ONT;PHX;11.0;3.0
5;6;ORD;PHX;14.0;6.5
5;6;ORF;CLT;15.0;6.0
5;6;ORF;DCA;15.0;6.0
5;6;ORF;LGA;12.0;8.0
5;6;ORF;MDW;12.0;3.0
5;6;PBI;CLT;13.0;5.5
5;6;PDX;SEA;13.0;5.0
5;6;PDX;SMF;8.0;3.0
5;6;PGV;CLT;14.0;10.0
5;6;PHF;CLT;12.5;8.0
5;6;PHL;BNA;10.0;4.0
5;6;PHL;BOS;66.0;3.0
5;6;PHL;CLT;15.0;5.5
5;6;PHL;LGA;20.0;37.0
5;6;PHL;MDW;12.0;6.0
5;6;PHL;ORD;13.0;14.0
5;6;PHX;LAS;8.0;5.0
5;6;PHX;LAX;15.0;4.0
5;6;PIB;MEI;16.0;5.0
5;6;PIT;BWI;9.0;5.0
5;6;PIT;CLT;12.5;5.0
5;6;PIT;DCA;12.0;12.0
5;6;PIT;MDW;8.0;3.0
5;6;PIT;ORD;23.0;15.0
5;6;PIT;PHL;17.0;2.0
5;6;PUW;SEA;5.0;6.0
5;6;PVD;BWI;13.0;4.0
5;6;PVD;MDW;13.0;3.0
5;6;PWM;JFK;14.0;11.0
5;6;RAP;DEN;12.0;7.0
5;6;RDM;SEA;13.0;7.0
5;6;RDU;ATL;15.5;6.5
5;6;RDU;BNA;9.0;5.0
5;6;RDU;BOS;15.0;7.0
5;6;RDU;BWI;16.0;9.5
5;6;RDU;CLT;14.0;5.0
5;6;RDU;DCA;15.0;4.5
5;6;RDU;LGA;17.0;11.0
5;6;RIC;BOS;13.0;4.0
5;6;RIC;CLT;15.0;6.0
5;6;RIC;LGA;15.0;6.0
5;6;RNO;LAS;9.0;6.0
5;6;ROA;CLT;40.0;7.0
5;6;ROC;DCA;11.0;4.0
5;6;ROC;JFK;10.5;18.0
5;6;ROC;ORD;22.0;16.0
5;6;RST;MSP;13.0;11.0
5;6;RSW;CLT;23.0;5.0
5;6;SAT;DAL;9.0;4.0
5;6;SAT;DFW;12.0;6.0
5;6;SAT;IAH;13.5;6.0
5;6;SAT;LAS;10.0;3.0
5;6;SAT;PHX;8.0;4.0
5;6;SAV;ATL;19.0;4.5
5;6;SAV;CLT;23.0;8.5
5;6;SBA;LAX;18.0;12.0
5;6;SBP;LAX;20.0;7.0
5;6;SCE;ORD;14.0;5.0
5;6;SDF;CLT;15.0;10.0
5;6;SDF;MDW;8.0;5.0
5;6;SDF;ORD;28.0;9.0
5;6;SEA;SMF;19.0;4.0
5;6;SFO;LAS;13.0;4.0
5;6;SFO;ONT;7.0;6.0
5;6;SHV;DFW;13.0;11.0
5;6;SHV;IAH;12.5;7.0
5;6;SJT;DFW;11.5;19.5
5;6;SLC;DEN;13.0;10.0
5;6;SLC;LAS;20.5;7.0
5;6;SLC;OAK;13.0;6.0
5;6;SLC;PHX;10.0;2.5
5;6;SLC;SEA;24.0;8.0
5;6;SLN;HYS;11.0;5.5
5;6;SMF;LAS;8.0;15.0
5;6;SMF;LAX;9.0;4.0
5;6;SMF;ONT;9.0;4.0
5;6;SPI;ORD;32.0;8.0
5;6;SPS;DFW;12.5;10.0
5;6;SRQ;CLT;11.0;12.0
5;6;STL;DEN;10.0;7.5
5;6;STL;LAS;10.5;3.0
5;6;STL;MDW;6.5;4.0
5;6;STL;ORD;12.5;9.5
5;6;STS;LAX;8.0;10.5
5;6;SYR;BOS;10.0;7.0
5;6;SYR;ORD;11.0;8.0
5;6;TLH;ATL;14.0;5.5
5;6;TOL;CLT;9.5;8.0
5;6;TPA;ATL;10.0;4.0
5;6;TPA;CLT;12.5;11.5
5;6;TPA;MIA;12.0;11.0
5;6;TUL;DAL;9.5;6.0
5;6;TUL;DFW;15.0;15.5
5;6;TUL;HOU;9.0;5.0
5;6;TUL;IAH;16.0;8.0
5;6;TUS;LAS;7.0;5.0
5;6;TVC;DTW;11.0;7.0
5;6;TVC;ORD;14.5;7.0
5;6;TYS;ATL;11.0;6.0
5;6;TYS;CLT;13.0;10.0
5;6;XNA;DFW;10.0;17.0
5;6;YUM;PHX;10.0;7.5
5;7;ABE;ORD;14.0;11.0
5;7;ABQ;DAL;10.0;4.0
5;7;ABQ;DEN;22.0;8.0
5;7;ABQ;DFW;13.0;10.0
5;7;ALB;BWI;9.0;4.0
5;7;ALB;CLT;8.0;5.0
5;7;ALB;DTW;11.0;6.0
5;7;ALB;IAD;19.0;5.0
5;7;AMA;DAL;8.0;4.0
5;7;ART;PHL;17.0;6.0
5;7;ATL;BOS;9.0;6.0
5;7;ATL;DTW;12.0;6.0
5;7;ATL;FLL;15.0;4.0
5;7;ATL;IAD;13.0;6.0
5;7;ATL;LGA;12.0;5.0
5;7;ATL;MIA;15.0;7.0
5;7;ATL;PHL;12.0;8.0
5;7;ATW;ORD;24.5;12.0
5;7;AUS;DEN;14.5;7.5
5;7;AUS;PHX;10.0;3.0
5;7;AUS;STL;9.0;4.0
5;7;AVL;IAD;15.0;4.0
5;7;AVL;ORD;36.0;10.0
5;7;AVP;CLT;9.0;19.0
5;7;AVP;DTW;15.0;6.0
5;7;AVP;ORD;15.0;13.0
5;7;BDL;BWI;19.0;3.5
5;7;BDL;CLT;10.0;6.0
5;7;BDL;DTW;14.0;6.0
5;7;BDL;IAD;13.0;4.0
5;7;BDL;PHL;11.0;3.0
5;7;BDL;RDU;17.0;6.0
5;7;BGR;DCA;13.0;3.5
5;7;BGR;EWR;45.0;6.0
5;7;BGR;PHL;16.5;8.5
5;7;BHM;ATL;14.5;7.0
5;7;BHM;CLT;11.0;4.0
5;7;BHM;HOU;7.0;4.0
5;7;BIL;DEN;12.0;7.5
5;7;BNA;ATL;12.0;5.0
5;7;BNA;CLT;9.0;5.0
5;7;BNA;DEN;10.0;6.0
5;7;BNA;DFW;12.0;14.0
5;7;BNA;HOU;12.5;4.0
5;7;BNA;LAS;10.0;4.0
5;7;BNA;ORD;20.0;5.0
5;7;BNA;PHX;14.0;7.0
5;7;BOS;BNA;14.0;3.0
5;7;BOS;BWI;17.5;6.5
5;7;BOS;CLT;14.5;5.5
5;7;BOS;DTW;15.0;6.0
5;7;BOS;EWR;11.0;7.0
5;7;BOS;IAD;14.0;4.0
5;7;BOS;JFK;19.0;11.0
5;7;BOS;MDW;24.0;5.0
5;7;BOS;MYR;14.5;5.5
5;7;BOS;ORD;14.0;17.0
5;7;BOS;PHL;17.0;8.0
5;7;BOS;PIT;11.0;4.0
5;7;BTV;DTW;32.0;8.0
5;7;BTV;IAD;10.0;4.0
5;7;BTV;JFK;21.0;7.0
5;7;BTV;LGA;14.0;9.0
5;7;BTV;PHL;17.5;7.0
5;7;BUF;JFK;14.0;5.0
5;7;BUF;MCO;10.0;5.0
5;7;BUF;PHL;25.0;6.0
5;7;BWI;ATL;12.0;10.0
5;7;BWI;BOS;12.5;4.0
5;7;BWI;DTW;13.0;8.0
5;7;BWI;MIA;13.0;7.0
5;7;CAE;PHL;14.5;5.5
5;7;CAK;ATL;22.0;5.0
5;7;CAK;CLT;23.5;13.0
5;7;CAK;EWR;47.0;4.0
5;7;CHO;ATL;11.0;6.5
5;7;CHS;DCA;17.0;7.0
5;7;CHS;MIA;19.5;6.5
5;7;CID;DEN;10.0;5.0
5;7;CLE;ATL;10.0;7.0
5;7;CLE;BOS;13.0;8.0
5;7;CLE;EWR;21.0;8.0
5;7;CLE;LGA;10.0;10.0
5;7;CLE;PHL;20.0;7.0
5;7;CLT;DTW;15.0;5.0
5;7;CLT;HOU;11.0;6.0
5;7;CLT;LGA;13.5;6.0
5;7;CMH;ATL;11.5;7.0
5;7;CMH;BWI;7.0;4.0
5;7;CMH;DEN;15.0;6.0
5;7;CMH;EWR;19.0;7.5
5;7;CMH;LAS;10.0;7.0
5;7;CMH;MCO;16.0;8.0
5;7;CMH;PHL;18.0;6.0
5;7;COD;DEN;17.0;9.0
5;7;COU;DEN;13.0;6.0
5;7;COU;DFW;12.0;10.0
5;7;CVG;BWI;11.0;4.0
5;7;CVG;PHL;12.5;9.5
5;7;CWA;ORD;7.0;11.0
5;7;DAY;ATL;11.0;6.0
5;7;DAY;PHL;8.0;5.0
5;7;DCA;CLT;21.0;5.5
5;7;DCA;DFW;14.0;17.0
5;7;DCA;EWR;9.0;13.0
5;7;DEN;LAX;23.0;6.0
5;7;DEN;SFO;10.5;5.5
5;7;DEN;SLC;34.0;5.0
5;7;DFW;DEN;13.0;9.0
5;7;DFW;ORD;13.0;12.0
5;7;DHN;ATL;16.5;5.5
5;7;DRO;DEN;24.0;7.0
5;7;DSM;ORD;56.0;14.0
5;7;DTW;ATL;11.0;13.0
5;7;DTW;BOS;11.5;7.0
5;7;DTW;BWI;12.5;4.5
5;7;DTW;DEN;9.0;8.0
5;7;DTW;DFW;11.5;12.0
5;7;DTW;PHL;18.5;10.5
5;7;EAU;ORD;27.0;11.0
5;7;ECP;CLT;11.0;14.0
5;7;EKO;SLC;7.0;5.0
5;7;ELP;AUS;8.0;3.0
5;7;ELP;DFW;10.0;14.0
5;7;ERI;PHL;22.0;9.0
5;7;EUG;SFO;12.0;5.0
5;7;EVV;ORD;13.0;46.5
5;7;EWN;ATL;16.0;5.0
5;7;EWR;DFW;13.5;9.5
5;7;EWR;DTW;27.0;6.0
5;7;EWR;MCO;16.0;4.0
5;7;EWR;MDW;23.0;12.0
5;7;EWR;STL;8.0;4.0
5;7;FAR;DEN;37.5;7.0
5;7;FAR;ORD;13.5;16.0
5;7;FLL;ATL;12.5;5.5
5;7;FLL;BWI;14.0;3.0
5;7;FLL;JFK;15.5;13.0
5;7;FLL;ORD;14.0;27.0
5;7;FLL;PHX;10.0;4.0
5;7;FLL;SJU;15.0;4.0
5;7;FSD;ORD;18.0;14.0
5;7;FWA;PHL;28.0;8.0
5;7;GCC;DEN;18.5;8.5
5;7;GEG;BOI;8.0;4.0
5;7;GEG;OAK;8.5;5.0
5;7;GEG;SEA;21.0;5.0
5;7;GRB;ORD;43.5;13.5
5;7;GRR;ATL;9.0;5.0
5;7;GRR;DCA;40.0;5.0
5;7;GRR;PHL;15.0;5.0
5;7;GSP;CLT;28.0;4.0
5;7;GSP;EWR;21.0;15.5
5;7;GSP;MIA;23.5;5.0
5;7;HOU;ATL;9.5;5.0
5;7;HOU;DEN;15.0;6.0
5;7;HOU;LAS;12.0;5.0
5;7;HOU;STL;7.0;7.0
5;7;HPN;DTW;17.0;10.0
5;7;HSV;ATL;15.0;5.0
5;7;HSV;DFW;13.5;15.5
5;7;IAD;DEN;10.0;6.0
5;7;IAD;DFW;13.0;13.0
5;7;IAH;DEN;14.0;10.0
5;7;IAH;PHX;14.0;7.0
5;7;ICT;ORD;18.5;14.5
5;7;IDA;DEN;19.0;8.5
5;7;ILM;PHL;15.5;5.0
5;7;IND;EWR;9.0;6.5
5;7;IND;IAD;14.0;6.0
5;7;IND;MCO;11.0;7.0
5;7;IND;PHL;16.0;6.0
5;7;IND;PHX;18.0;5.5
5;7;IND;RSW;9.5;3.5
5;7;ISP;MCO;9.0;5.5
5;7;ITH;DTW;38.0;8.0
5;7;JAX;JFK;11.0;10.0
5;7;JAX;PHL;10.0;10.0
5;7;JFK;BUF;15.0;3.0
5;7;JFK;CLT;34.0;7.0
5;7;JFK;ORD;17.0;15.0
5;7;JLN;ORD;20.0;22.0
5;7;LAS;LAX;11.0;8.0
5;7;LAS;SFO;12.5;4.5
5;7;LAS;SJC;12.0;6.0
5;7;LAX;LAS;16.5;4.0
5;7;LAX;SJC;14.5;2.5
5;7;LBB;DAL;11.0;4.0
5;7;LEX;DFW;9.0;5.0
