Scheduled Departure (Hour);Scheduled Arrival (Hour);Airline;Departing Airport;Arriving Airport;Hourly Arrival Delay(Median)
0;1;AA;CLT;CAE;-19.0
0;1;AA;CLT;GSO;-16.0
0;1;AA;CLT;RDU;-8.0
0;1;AA;DFW;BHM;26.0
0;1;AA;DFW;DEN;48.0
0;1;AA;DFW;ELP;-5.0
0;1;AA;DFW;SAT;7.0
0;3;AS;SEA;ANC;4.0
0;3;UA;ORD;CHO;16.0
0;3;UA;ORD;MDT;11.0
0;4;AS;ANC;SEA;-21.5
0;4;AS;ORD;ANC;-31.0
0;4;DL;SLC;MSP;-28.0
0;4;F9;LAX;DEN;-12.0
0;4;F9;PDX;DEN;76.0
0;4;F9;SEA;DEN;-26.0
0;4;F9;SFO;DEN;-9.0
0;4;UA;IAH;IAD;-13.0
0;5;AA;FAT;DFW;-8.0
0;5;AA;LAS;ORD;-5.5
0;5;AA;LAX;DFW;21.0
0;5;AA;ONT;DFW;-18.0
0;5;AA;PDX;DFW;-18.0
0;5;AA;PHX;ORD;-7.5
0;5;AA;SEA;DFW;-14.5
0;5;AA;SFO;DFW;-4.5
0;5;AA;SMF;DFW;-8.5
0;5;AS;ANC;PDX;-20.0
0;5;AS;ANC;SEA;-11.5
0;5;AS;FAI;SEA;-36.0
0;5;B6;ANC;SEA;-44.0
0;5;DL;ANC;SEA;-15.0
0;5;DL;DEN;ATL;-7.0
0;5;DL;LAS;MSP;-21.0
0;5;DL;SEA;MSP;-6.0
0;5;DL;SFO;MSP;-23.0
0;5;F9;DEN;ATL;11.0
0;5;F9;DEN;MCO;-31.0
0;5;F9;DEN;PHL;-36.0
0;5;F9;DEN;TPA;-15.0
0;5;F9;LAS;STL;0.0
0;5;F9;PHX;ORD;-5.0
0;5;NK;LAS;AUS;-3.0
0;5;NK;LAS;IAH;-8.5
0;5;NK;LAS;MSP;82.0
0;5;NK;LAS;ORD;-23.0
0;5;NK;MSP;FLL;-19.0
0;5;NK;PHX;DFW;-12.0
0;5;UA;LAX;IAH;2.0
0;6;AA;FAT;DFW;-16.0
0;6;AA;PDX;ORD;0.0
0;6;AA;PHX;PHL;-23.0
0;6;AA;RNO;DFW;-16.0
0;6;AA;SEA;DFW;19.0
0;6;AA;SFO;DFW;-5.5
0;6;AA;SFO;ORD;-2.0
0;6;AA;SLC;CLT;26.5
0;6;AA;SLC;PHL;-17.0
0;6;AS;PDX;ORD;-3.0
0;6;AS;SEA;ORD;-9.0
0;6;DL;LAX;MSP;-5.0
0;6;DL;PDX;MSP;-1.0
0;6;DL;PHX;ATL;-5.5
0;6;DL;SEA;MSP;-6.0
0;6;DL;SLC;ATL;0.0
0;6;DL;SLC;DTW;-36.0
0;6;F9;ABQ;MCO;-4.5
0;6;F9;COS;MCO;13.0
0;6;F9;DEN;IAD;85.0
0;6;F9;DEN;MCO;-24.0
0;6;F9;DEN;PHL;-27.0
0;6;F9;DEN;RDU;5.0
0;6;F9;DEN;RSW;-8.0
0;6;F9;DEN;TPA;10.0
0;6;F9;LAS;ATL;-7.5
0;6;F9;LAS;ORD;11.5
0;6;NK;LAS;ORD;-22.0
0;6;UA;DEN;LGA;-12.0
0;6;UA;FAI;SFO;87.0
0;6;UA;LAX;ORD;-7.0
0;6;UA;PDX;IAH;-11.5
0;6;UA;PDX;ORD;35.0
0;6;UA;SEA;IAH;-6.5
0;6;UA;SEA;ORD;-22.0
0;6;UA;SFO;IAH;5.0
0;6;UA;SFO;ORD;-6.0
0;6;UA;SMF;IAH;1.5
0;7;AA;ANC;PHX;-14.0
0;7;AA;LAS;CLT;-2.0
0;7;AA;LAX;ORD;-14.0
0;7;AA;PHX;MIA;-12.0
0;7;AA;PHX;PHL;-5.0
0;7;AS;SEA;ORD;-12.0
0;7;F9;LAS;ATL;36.5
0;7;F9;LAS;MCO;-26.0
0;7;F9;ONT;MCO;-43.0
0;7;NK;SEA;IAH;727.0
0;7;UA;SFO;ORD;34.0
0;8;AA;LAS;CLT;5.0
0;8;AA;LAX;CLT;9.0
0;8;AA;LAX;MIA;-16.5
0;8;AA;SFO;CLT;-12.0
0;8;B6;LAX;JFK;8.0
0;8;F9;ONT;MCO;-35.0
0;8;UA;LAX;EWR;-8.0
0;8;UA;SFO;PHL;85.0
0;9;AA;LAX;JFK;-10.5
0;9;AA;SFO;PHL;33.0
0;9;B6;LAX;JFK;1.0
0;9;UA;LAX;EWR;-4.0
0;9;UA;SFO;EWR;29.0
1;4;B6;BQN;FLL;-13.0
1;4;B6;PSE;MCO;-12.0
1;4;B6;SJU;MCO;-6.0
1;4;F9;LAS;DEN;-16.5
1;4;UA;BQN;EWR;-8.5
1;5;AA;LAS;DFW;-19.0
1;5;AS;ANC;SEA;-12.5
1;5;AS;FAI;SEA;16.0
1;5;DL;PHX;MSP;-4.0
1;5;F9;SJU;PHL;29.0
1;5;NK;LAS;DFW;-9.0
1;5;NK;PHX;DFW;-6.0
1;5;UA;BQN;EWR;-12.0
1;5;UA;LAS;IAH;-7.0
1;5;UA;SJU;EWR;-4.5
1;6;AA;DEN;CLT;-12.0
1;6;AA;DEN;PHL;-14.0
1;6;AA;LAS;DFW;-7.0
1;6;AA;ONT;DFW;-9.0
1;6;AA;SMF;DFW;412.5
1;6;AS;ANC;SEA;-2.0
1;6;AS;FAI;SEA;-2.0
1;6;DL;FAI;SEA;-7.5
1;6;F9;COS;MCO;85.0
1;6;HA;LAS;HNL;14.0
1;6;NK;LAS;IAH;0.0
1;6;NK;LAS;MSP;44.0
1;6;NK;LAS;ORD;-15.0
1;6;UA;LAX;IAH;-18.0
1;7;AA;DEN;MIA;-7.0
1;7;AA;GEG;DFW;63.0
1;7;AA;LAX;ORD;11.0
1;7;AA;PHX;DCA;-14.0
1;7;AA;PHX;MIA;11.0
1;7;AA;SEA;DFW;2.0
1;8;AA;PHX;CLT;12.0
2;3;UA;GUM;SPN;-5.0
2;4;B6;BQN;MCO;-24.0
2;5;B6;SJU;BOS;-6.0
2;5;F9;SJU;MCO;-22.0
2;5;NK;BQN;FLL;11.0
2;5;NK;BQN;MCO;-18.0
2;5;NK;IAG;FLL;-16.0
2;5;UA;SJU;EWR;-22.0
2;6;AS;ANC;PDX;-18.0
2;6;AS;ANC;SEA;-7.0
2;6;B6;SJU;BDL;34.5
2;6;B6;SJU;BOS;90.0
2;6;F9;SJU;ISP;27.0
2;6;NK;PBG;FLL;5.0
2;6;UA;SJU;IAD;-16.0
2;7;B6;SJU;EWR;12.0
3;5;B6;SJU;MCO;-20.0
3;5;NK;BQN;FLL;-17.0
3;5;NK;SJU;MCO;27.0
3;6;B6;BQN;MCO;-18.0
3;6;B6;PSE;JFK;-10.0
3;6;B6;PSE;MCO;-18.0
3;6;B6;SJU;EWR;1.0
3;6;B6;SJU;FLL;-22.0
3;6;F9;SJU;MCO;1.5
3;6;F9;SJU;PHL;6.0
3;6;NK;BQN;FLL;0.0
3;6;NK;SJU;FLL;-0.5
3;6;NK;SJU;MCO;-2.0
3;6;UA;SJU;IAD;-24.0
4;5;UA;SPN;GUM;-25.0
4;6;AA;ICT;ORD;-6.0
4;6;B6;BQN;FLL;11.0
4;6;B6;BQN;MCO;-8.0
4;6;NK;SJU;MCO;-8.0
4;7;B6;SJU;BDL;7.0
4;7;B6;SJU;BOS;39.0
4;7;B6;SJU;MCO;-21.0
4;8;B6;SJU;BOS;-25.0
4;8;B6;SJU;EWR;3.0
4;8;B6;SJU;JFK;-5.0
4;8;UA;PHX;IAH;10.0
4;9;AS;ANC;SEA;1.0
5;5;AA;GRR;ORD;-22.0
5;5;AA;SPS;DFW;-7.0
5;5;AA;TYR;DFW;8.0
5;5;AS;BLI;SEA;-7.0
5;5;AS;BOI;PDX;-5.0
5;5;AS;EUG;PDX;-6.0
5;5;AS;FCA;SEA;-22.0
5;5;AS;MFR;PDX;-7.5
5;5;AS;PDX;SEA;-9.0
5;5;AS;RDM;PDX;1.0
5;5;AS;SEA;PDX;-13.0
5;5;AS;YKM;SEA;-6.5
5;5;B6;EWR;BOS;-3.0
5;5;HA;HNL;ITO;-3.0
5;5;HA;HNL;KOA;-8.0
5;5;HA;HNL;LIH;-12.0
5;5;HA;HNL;OGG;-4.0
5;5;UA;DVL;JMS;-21.5
5;5;UA;IND;ORD;-21.0
5;5;UA;LBL;PUB;-12.5
5;5;WN;GRR;MDW;-22.0
5;5;WN;PIT;MDW;-2.0
5;6;AA;ACT;DFW;-7.0
5;6;AA;AGS;CLT;0.0
5;6;AA;ALB;DCA;79.5
5;6;AA;AMA;DFW;-13.0
5;6;AA;ATL;CLT;-13.5
5;6;AA;ATW;ORD;-33.0
5;6;AA;AUS;DFW;-6.5
5;6;AA;AVL;CLT;-5.5
5;6;AA;AVP;PHL;-6.0
5;6;AA;BDL;DCA;-19.0
5;6;AA;BDL;PHL;5.0
5;6;AA;BNA;ORD;-19.0
5;6;AA;BOS;ORD;-8.0
5;6;AA;BOS;PHL;-15.0
5;6;AA;BRO;DFW;-6.0
5;6;AA;BTR;DFW;-19.0
5;6;AA;BTV;PHL;1.0
5;6;AA;BUF;DCA;-7.0
5;6;AA;BUF;ORD;-14.0
5;6;AA;BWI;CLT;-4.0
5;6;AA;CAE;CLT;-19.0
5;6;AA;CAK;DCA;-6.0
5;6;AA;CAK;ORD;-17.0
5;6;AA;CHA;CLT;-13.0
5;6;AA;CHO;CLT;-18.0
5;6;AA;CHS;CLT;-13.0
5;6;AA;CLE;CLT;-11.0
5;6;AA;CLE;DCA;-14.0
5;6;AA;CLE;ORD;-3.0
5;6;AA;CLL;DFW;-21.5
5;6;AA;CLT;ORD;-18.5
5;6;AA;CMH;CLT;-3.0
5;6;AA;CMH;DCA;-8.0
5;6;AA;CMH;ORD;-12.0
5;6;AA;CRP;DFW;-5.5
5;6;AA;CRW;CLT;-3.0
5;6;AA;CRW;DCA;-10.0
5;6;AA;DAB;CLT;-11.0
5;6;AA;DAY;CLT;44.0
5;6;AA;DAY;ORD;-14.5
5;6;AA;DCA;CLT;-7.5
5;6;AA;DEN;PHX;-17.0
5;6;AA;DSM;ORD;-19.0
5;6;AA;DTW;CLT;22.0
5;6;AA;DTW;ORD;-14.0
5;6;AA;DTW;PHX;-3.0
5;6;AA;EWN;CLT;1.0
5;6;AA;EWR;CLT;-2.0
5;6;AA;EWR;ORD;157.5
5;6;AA;FAY;CLT;-3.0
5;6;AA;FLO;CLT;14.0
5;6;AA;FNT;ORD;-2.0
5;6;AA;FWA;CLT;-11.0
5;6;AA;GNV;CLT;4.0
5;6;AA;GRK;DFW;-5.0
5;6;AA;GSO;CLT;-15.0
5;6;AA;GSP;CLT;-8.0
5;6;AA;HOU;DFW;-2.0
5;6;AA;HTS;CLT;-6.0
5;6;AA;HVN;PHL;-17.0
5;6;AA;IAD;CLT;-12.0
5;6;AA;IAH;DFW;-14.0
5;6;AA;IAH;PHX;-3.0
5;6;AA;ICT;DFW;-8.0
5;6;AA;ILM;CLT;-15.0
5;6;AA;IND;CLT;-16.0
5;6;AA;IND;PHX;-16.0
5;6;AA;JAN;DFW;-18.0
5;6;AA;JAX;CLT;-15.0
5;6;AA;JFK;CLT;2.0
5;6;AA;LAS;LAX;24.0
5;6;AA;LAW;DFW;-4.5
5;6;AA;LBB;DFW;-2.5
5;6;AA;LEX;CLT;-15.0
5;6;AA;LIT;DFW;-9.0
5;6;AA;LSE;ORD;14.0
5;6;AA;MAF;DFW;-10.5
5;6;AA;MCI;PHX;-14.0
5;6;AA;MCO;CLT;-5.0
5;6;AA;MDT;CLT;-5.0
5;6;AA;MEM;DFW;-18.0
5;6;AA;MKE;ORD;4.0
5;6;AA;MLI;ORD;-10.0
5;6;AA;MSN;ORD;-15.0
5;6;AA;MSP;ORD;-14.0
5;6;AA;MYR;CLT;-1.5
5;6;AA;OAJ;CLT;-12.0
5;6;AA;OKC;DFW;-7.0
5;6;AA;OMA;PHX;-6.0
5;6;AA;ORD;PHX;-2.5
5;6;AA;ORF;CLT;-12.0
5;6;AA;ORF;DCA;2.5
5;6;AA;ORF;LGA;-18.0
5;6;AA;PBI;CLT;-6.5
5;6;AA;PGV;CLT;-3.0
5;6;AA;PHF;CLT;-9.0
5;6;AA;PHL;CLT;-9.5
5;6;AA;PHL;LGA;39.0
5;6;AA;PHL;ORD;33.0
5;6;AA;PIB;MEI;-5.5
5;6;AA;PIT;CLT;-12.5
5;6;AA;PIT;DCA;-12.0
5;6;AA;PIT;ORD;145.0
5;6;AA;PIT;PHL;9.0
5;6;AA;RDU;CLT;-6.0
5;6;AA;RDU;DCA;-1.0
5;6;AA;RDU;LGA;-18.0
5;6;AA;RIC;CLT;-8.5
5;6;AA;RIC;LGA;-11.0
5;6;AA;ROA;CLT;2.0
5;6;AA;ROC;DCA;-15.0
5;6;AA;RSW;CLT;1.0
5;6;AA;SAT;DFW;-13.0
5;6;AA;SAV;CLT;6.0
5;6;AA;SDF;CLT;-8.0
5;6;AA;SDF;ORD;470.0
5;6;AA;SHV;DFW;-10.0
5;6;AA;SJT;DFW;-4.5
5;6;AA;SPS;DFW;-6.5
5;6;AA;SRQ;CLT;-8.0
5;6;AA;STL;ORD;-3.0
5;6;AA;SYR;ORD;-31.0
5;6;AA;TOL;CLT;-20.0
5;6;AA;TPA;CLT;-3.0
5;6;AA;TPA;MIA;-4.0
5;6;AA;TUL;DFW;-4.0
5;6;AA;TVC;ORD;-27.5
5;6;AA;TYS;CLT;-9.0
5;6;AA;XNA;DFW;-10.0
5;6;AA;YUM;PHX;-6.0
5;6;AS;ALW;SEA;-8.5
5;6;AS;EAT;SEA;7.0
5;6;AS;EUG;SEA;-6.0
5;6;AS;FAI;ANC;5.0
5;6;AS;FCA;SEA;-12.0
5;6;AS;GEG;PDX;-4.5
5;6;AS;GEG;SEA;-4.0
5;6;AS;MFR;PDX;7.0
5;6;AS;MFR;SEA;17.5
5;6;AS;PDX;SEA;-6.0
5;6;AS;PUW;SEA;-3.0
5;6;AS;RDM;SEA;-4.0
5;6;AS;SLC;SEA;-8.0
5;6;AS;STS;LAX;-6.0
5;6;B6;BOS;DCA;-20.5
5;6;B6;BTV;JFK;30.5
5;6;B6;BUF;JFK;-10.5
5;6;B6;BWI;BOS;-15.0
5;6;B6;EWR;BOS;-7.0
5;6;B6;PHL;BOS;31.0
5;6;B6;PWM;JFK;-8.0
5;6;B6;RDU;BOS;-22.0
5;6;B6;RIC;BOS;-15.0
5;6;B6;ROC;JFK;-2.0
5;6;B6;SYR;BOS;-12.0
5;6;DL;ABR;MSP;2.5
5;6;DL;AGS;ATL;-9.0
5;6;DL;APN;PLN;-8.5
5;6;DL;AVL;ATL;-8.0
5;6;DL;AZO;DTW;-16.0
5;6;DL;BIS;MSP;-24.0
5;6;DL;BJI;MSP;-5.0
5;6;DL;BTV;JFK;-4.0
5;6;DL;CAE;ATL;-10.0
5;6;DL;CHS;ATL;-16.0
5;6;DL;CLE;DTW;-2.5
5;6;DL;DLH;MSP;-4.0
5;6;DL;FAR;MSP;-7.0
5;6;DL;FSD;MSP;-10.5
5;6;DL;GEG;SEA;-14.0
5;6;DL;GFK;MSP;-8.0
5;6;DL;GRR;DTW;-12.5
5;6;DL;GSO;ATL;-12.0
5;6;DL;GSP;ATL;-9.0
5;6;DL;JAX;ATL;-7.0
5;6;DL;LAN;DTW;-13.5
5;6;DL;MBS;DTW;-16.0
5;6;DL;MCO;ATL;-10.5
5;6;DL;MOT;MSP;-16.5
5;6;DL;RDU;ATL;-9.5
5;6;DL;ROC;JFK;-8.0
5;6;DL;RST;MSP;-10.0
5;6;DL;SAV;ATL;-7.5
5;6;DL;TLH;ATL;-9.5
5;6;DL;TPA;ATL;-10.0
5;6;DL;TVC;DTW;-11.0
5;6;DL;TYS;ATL;-13.0
5;6;F9;ATL;DEN;-34.0
5;6;F9;DFW;DEN;-11.5
5;6;F9;IAH;DEN;3.0
5;6;F9;MKE;DEN;-18.0
5;6;F9;MSP;DEN;0.0
5;6;F9;SLC;DEN;-6.5
5;6;HA;HNL;LIH;-4.0
5;6;HA;HNL;OGG;-7.0
5;6;UA;AEX;IAH;-23.0
5;6;UA;ATW;ORD;2.0
5;6;UA;AUS;IAH;-13.0
5;6;UA;AVL;ORD;-27.0
5;6;UA;AVP;ORD;-12.0
5;6;UA;BDL;ORD;0.0
5;6;UA;BIL;DEN;-7.0
5;6;UA;BOI;DEN;-8.0
5;6;UA;BOS;EWR;-10.0
5;6;UA;BOS;ORD;-5.5
5;6;UA;BRO;IAH;-11.0
5;6;UA;BTR;IAH;-13.5
5;6;UA;BWI;EWR;-7.0
5;6;UA;CLE;EWR;-9.0
5;6;UA;COD;DEN;-19.0
5;6;UA;COU;ORD;-4.0
5;6;UA;CRP;IAH;-12.5
5;6;UA;DCA;ORD;-4.0
5;6;UA;DFW;IAH;68.0
5;6;UA;DRO;DEN;-21.0
5;6;UA;DSM;ORD;1.0
5;6;UA;EWR;ORD;-9.0
5;6;UA;FAT;SFO;-8.0
5;6;UA;GJT;DEN;-9.0
5;6;UA;GRB;ORD;10.0
5;6;UA;GRK;IAH;2.0
5;6;UA;HRL;IAH;-10.0
5;6;UA;IAH;DEN;-15.0
5;6;UA;LBB;IAH;-20.0
5;6;UA;LCH;IAH;0.0
5;6;UA;LFT;IAH;-16.0
5;6;UA;LRD;IAH;-10.0
5;6;UA;MAF;IAH;-17.0
5;6;UA;MCI;ORD;-10.5
5;6;UA;MCO;IAH;-13.0
5;6;UA;MFE;IAH;-14.0
5;6;UA;MKE;ORD;-17.0
5;6;UA;MLU;IAH;-4.0
5;6;UA;MSP;DEN;-4.0
5;6;UA;MSY;IAH;-17.5
5;6;UA;OKC;IAH;-26.0
5;6;UA;OMA;ORD;-1.0
5;6;UA;PHL;ORD;-21.0
5;6;UA;RAP;DEN;-6.0
5;6;UA;ROC;ORD;2.0
5;6;UA;SAT;IAH;-7.0
5;6;UA;SBA;LAX;-13.0
5;6;UA;SBP;LAX;-7.0
5;6;UA;SCE;ORD;-19.0
5;6;UA;SHV;IAH;-18.5
5;6;UA;SLC;DEN;-18.0
5;6;UA;SLN;HYS;-23.0
5;6;UA;SPI;ORD;-1.0
5;6;UA;STL;DEN;-5.0
5;6;UA;STL;ORD;-15.0
5;6;UA;TUL;IAH;-17.0
5;6;WN;ABQ;OAK;-4.0
5;6;WN;ABQ;PHX;-14.0
5;6;WN;AMA;DAL;-15.5
5;6;WN;ATL;MCI;12.0
5;6;WN;AUS;DAL;-6.0
5;6;WN;AUS;DEN;-11.0
5;6;WN;BDL;BWI;-11.5
5;6;WN;BDL;MDW;10.0
5;6;WN;BOS;MDW;-1.0
5;6;WN;BOS;MKE;-3.0
5;6;WN;CLE;MDW;-15.5
5;6;WN;CLT;HOU;3.0
5;6;WN;CMH;MDW;-19.0
5;6;WN;DEN;LAS;2.0
5;6;WN;DEN;SAN;9.0
5;6;WN;DTW;PHX;-3.0
5;6;WN;ELP;LAS;-1.0
5;6;WN;ELP;LAX;-4.0
5;6;WN;EWR;BNA;-15.0
5;6;WN;FLL;BNA;2.0
5;6;WN;FLL;MCO;-0.5
5;6;WN;HOU;MSY;-11.0
5;6;WN;IND;LAS;-7.0
5;6;WN;IND;PHX;-1.0
5;6;WN;JAX;BNA;-8.0
5;6;WN;LAS;LAX;-11.0
5;6;WN;LAX;OAK;-5.0
5;6;WN;LAX;PHX;-5.0
5;6;WN;LAX;SMF;-8.0
5;6;WN;LBB;DAL;-12.5
5;6;WN;LIT;DAL;-13.0
5;6;WN;LIT;STL;-14.0
5;6;WN;MAF;DAL;54.0
5;6;WN;MCI;DEN;-14.0
5;6;WN;MCI;MDW;-11.0
5;6;WN;MCI;PHX;-1.0
5;6;WN;MCI;STL;-16.0
5;6;WN;MEM;HOU;-16.0
5;6;WN;MKE;BNA;-16.0
5;6;WN;MSP;DEN;-1.0
5;6;WN;MSP;MDW;-11.0
5;6;WN;MSY;AUS;1.0
5;6;WN;OAK;LAS;-8.0
5;6;WN;OAK;LAX;-13.0
5;6;WN;OAK;SAN;-8.0
5;6;WN;OKC;DAL;-12.0
5;6;WN;OMA;PHX;-9.0
5;6;WN;ONT;LAS;1.5
5;6;WN;ONT;OAK;-10.0
5;6;WN;ONT;PHX;-1.0
5;6;WN;ORF;MDW;-14.0
5;6;WN;PDX;SMF;-14.0
5;6;WN;PHL;BNA;-9.0
5;6;WN;PHL;MDW;-7.0
5;6;WN;PHX;LAS;-10.0
5;6;WN;PHX;LAX;-2.0
5;6;WN;PIT;BWI;-12.5
5;6;WN;PIT;MDW;-13.0
5;6;WN;PVD;BWI;-5.0
5;6;WN;PVD;MDW;-1.0
5;6;WN;RDU;BNA;-3.0
5;6;WN;RDU;BWI;0.5
5;6;WN;RNO;LAS;-12.0
5;6;WN;SAT;DAL;-10.0
5;6;WN;SAT;LAS;-12.0
5;6;WN;SAT;PHX;-12.5
5;6;WN;SDF;MDW;-16.0
5;6;WN;SEA;SMF;-11.0
5;6;WN;SFO;LAS;-5.0
5;6;WN;SFO;ONT;-15.0
5;6;WN;SLC;LAS;-10.0
5;6;WN;SLC;OAK;-6.0
5;6;WN;SLC;PHX;-8.0
5;6;WN;SMF;LAS;3.0
5;6;WN;SMF;LAX;-22.0
5;6;WN;SMF;ONT;-1.0
5;6;WN;STL;DEN;-24.0
5;6;WN;STL;LAS;-5.0
5;6;WN;STL;MDW;-8.0
5;6;WN;TUL;DAL;-11.5
5;6;WN;TUL;HOU;-8.0
5;6;WN;TUS;LAS;-13.0
5;7;AA;ABQ;DFW;-8.0
5;7;AA;ALB;CLT;-23.0
5;7;AA;ART;PHL;-15.0
5;7;AA;ATL;MIA;-7.0
5;7;AA;ATL;PHL;-19.0
5;7;AA;AVP;CLT;-28.0
5;7;AA;BDL;CLT;-25.0
5;7;AA;BDL;PHL;-27.0
5;7;AA;BGR;DCA;-19.5
5;7;AA;BGR;PHL;-9.0
5;7;AA;BHM;CLT;-15.0
5;7;AA;BNA;CLT;-24.0
5;7;AA;BNA;DFW;-18.0
5;7;AA;BNA;ORD;-28.0
5;7;AA;BOS;CLT;-4.5
5;7;AA;BOS;ORD;-7.0
5;7;AA;BOS;PHL;-21.5
5;7;AA;BTV;PHL;-10.5
5;7;AA;BUF;PHL;-9.0
5;7;AA;BWI;MIA;-20.0
5;7;AA;CAE;PHL;-5.0
5;7;AA;CAK;CLT;126.0
5;7;AA;CHS;MIA;-9.0
5;7;AA;CLE;PHL;-22.0
5;7;AA;CLT;LGA;3.0
5;7;AA;CMH;PHL;-1.0
5;7;AA;COU;DFW;19.0
5;7;AA;CVG;PHL;-20.0
5;7;AA;DAY;PHL;-24.0
5;7;AA;DCA;CLT;58.5
5;7;AA;DCA;DFW;-10.0
5;7;AA;DFW;ORD;-11.0
5;7;AA;DSM;ORD;127.0
5;7;AA;DTW;DFW;-37.0
5;7;AA;DTW;PHL;-15.0
5;7;AA;ECP;CLT;-7.0
5;7;AA;ELP;DFW;-6.0
5;7;AA;ERI;PHL;4.0
5;7;AA;EVV;ORD;33.0
5;7;AA;EWR;DFW;1.5
5;7;AA;FAR;ORD;7.0
5;7;AA;FLL;ORD;-20.0
5;7;AA;FSD;ORD;-11.0
5;7;AA;FWA;PHL;-3.0
5;7;AA;GRR;DCA;12.0
5;7;AA;GRR;PHL;-17.0
5;7;AA;GSP;CLT;-13.0
5;7;AA;GSP;MIA;2.0
5;7;AA;HSV;DFW;-13.5
5;7;AA;IAD;DFW;-12.0
5;7;AA;IAH;PHX;-12.0
5;7;AA;ICT;ORD;-2.5
5;7;AA;ILM;PHL;-8.0
5;7;AA;IND;PHL;-17.0
5;7;AA;IND;PHX;-9.5
5;7;AA;JAX;PHL;-9.0
5;7;AA;JFK;CLT;3.0
5;7;AA;JFK;ORD;-9.0
5;7;AA;JLN;ORD;272.0
5;7;AA;LEX;DFW;-32.0
5;7;AA;LEX;PHL;-13.0
5;7;AA;LGA;CMH;18.5
5;7;AA;LGA;PHL;-15.0
5;7;AA;MCI;ORD;-10.0
5;7;AA;MCI;PHX;-36.0
5;7;AA;MCO;DFW;-8.0
5;7;AA;MEM;ORD;-13.5
5;7;AA;MGM;CLT;-36.0
5;7;AA;MGM;DFW;-13.0
5;7;AA;MHK;ORD;5.0
5;7;AA;MHT;DCA;-21.0
5;7;AA;MHT;PHL;-14.5
5;7;AA;MIA;DFW;-7.0
5;7;AA;MIA;ORD;-15.0
5;7;AA;MRY;PHX;2.0
5;7;AA;MSP;PHX;-25.0
5;7;AA;OKC;ORD;-3.5
5;7;AA;OMA;PHX;-27.0
5;7;AA;ORD;DFW;-7.0
5;7;AA;ORD;PHL;-5.5
5;7;AA;ORD;PHX;16.5
5;7;AA;ORF;LGA;-18.0
5;7;AA;ORF;MIA;-5.0
5;7;AA;ORH;PHL;-17.0
5;7;AA;PHL;DFW;-11.0
5;7;AA;PHL;MIA;-9.0
5;7;AA;PHX;LAX;3.0
5;7;AA;PIT;LGA;-7.0
5;7;AA;PNS;DFW;-15.0
5;7;AA;PVD;PHL;5.0
5;7;AA;PWM;DCA;-20.0
5;7;AA;PWM;PHL;1.0
5;7;AA;RDU;JFK;-15.0
5;7;AA;RDU;LGA;-19.5
5;7;AA;RDU;MIA;-4.0
5;7;AA;RDU;PHL;-30.0
5;7;AA;RIC;LGA;-1.0
5;7;AA;ROC;PHL;-16.0
5;7;AA;RST;ORD;-17.0
5;7;AA;SDF;PHL;-11.0
5;7;AA;SEA;PHX;-15.0
5;7;AA;SFO;LAX;-6.0
5;7;AA;SPI;DFW;28.0
5;7;AA;STL;DFW;-14.0
5;7;AA;SYR;PHL;-10.5
5;7;AA;TUL;ORD;-16.0
5;7;AA;TYS;PHL;-26.0
5;7;AS;GEG;SEA;-11.0
5;7;AS;LWS;BOI;7.0
5;7;AS;OAK;SEA;-19.0
5;7;AS;PDX;LAX;-14.5
5;7;AS;PDX;SFO;-5.0
5;7;AS;RDM;SEA;3.0
5;7;AS;SEA;LAX;41.0
5;7;AS;SEA;OAK;-10.0
5;7;AS;SEA;SFO;5.0
5;7;AS;SEA;SMF;-25.0
5;7;AS;SFO;SEA;-34.0
5;7;AS;STS;LAX;-2.0
5;7;B6;ATL;BOS;6.0
5;7;B6;ATL;FLL;-11.0
5;7;B6;BOS;BWI;-9.0
5;7;B6;BOS;EWR;-18.0
5;7;B6;BOS;PIT;-18.0
5;7;B6;BWI;BOS;-16.5
5;7;B6;CHS;DCA;-7.0
5;7;B6;CLE;BOS;-11.0
5;7;B6;DTW;BOS;-10.5
5;7;B6;EWR;MCO;12.0
5;7;B6;FLL;JFK;4.5
5;7;B6;FLL;SJU;-12.0
5;7;B6;JAX;JFK;-10.0
5;7;B6;JFK;BUF;-17.0
5;7;B6;MCO;SJU;-8.0
5;7;B6;PHL;BOS;-10.0
5;7;B6;PIT;BOS;-23.5
5;7;B6;PWM;JFK;15.0
5;7;B6;RDU;BOS;-21.0
5;7;DL;ALB;DTW;-15.0
5;7;DL;ATL;DTW;-7.0
5;7;DL;AVP;DTW;-44.0
5;7;DL;BDL;DTW;-8.0
5;7;DL;BDL;RDU;-9.0
5;7;DL;BHM;ATL;-11.5
5;7;DL;BNA;ATL;-11.0
5;7;DL;BOS;DTW;-15.0
5;7;DL;BOS;JFK;-20.0
5;7;DL;BTV;DTW;-20.0
5;7;DL;BTV;JFK;15.0
5;7;DL;BTV;LGA;-9.0
5;7;DL;BUF;JFK;-5.0
5;7;DL;BWI;ATL;-6.0
5;7;DL;BWI;DTW;-15.0
5;7;DL;CAK;ATL;14.5
5;7;DL;CHO;ATL;-11.0
5;7;DL;CLE;ATL;-5.0
5;7;DL;CLT;DTW;-18.0
5;7;DL;CMH;ATL;-9.0
5;7;DL;DAY;ATL;-7.0
5;7;DL;DEN;SLC;-26.0
