Scheduled Departure (Hour);Scheduled Arrival (Hour);Airline;Departing Airport;Arriving Airport;Hourly Arrival Delay(Median)
6;11;F9;LAS;OMA;-21.0
6;11;F9;MKE;MIA;-13.0
6;11;F9;PHL;SJU;-2.0
6;11;G4;AZA;ATW;32.0
6;11;G4;AZA;CID;-16.0
6;11;G4;AZA;FAR;-26.0
6;11;G4;AZA;MOT;-26.0
6;11;G4;LAX;OKC;19.0
6;11;G4;LAX;TUL;-4.0
6;11;NK;LAX;DFW;-4.0
6;11;NK;SEA;DFW;-21.0
6;11;UA;AUS;EWR;-21.5
6;11;UA;BOI;IAH;4.0
6;11;UA;DEN;EWR;-4.5
6;11;UA;DEN;IAD;-9.0
6;11;UA;IAH;LGA;-13.0
6;11;UA;LAS;IAH;-21.0
6;11;UA;LAS;ORD;-7.0
6;11;UA;LAX;IAH;-14.0
6;11;UA;PHX;IAH;-20.0
6;11;UA;SAT;EWR;-11.0
6;11;UA;TUS;IAH;-12.0
6;11;WN;DEN;ATL;0.0
6;11;WN;DEN;BOS;-16.0
6;11;WN;DEN;BWI;33.0
6;11;WN;DEN;MCO;-2.0
6;11;WN;DEN;PHL;-15.0
6;11;WN;DEN;TPA;7.0
6;11;WN;HOU;BOS;-11.0
6;11;WN;LAS;AUS;-13.0
6;11;WN;LAS;BNA;-2.0
6;11;WN;LAS;DAL;40.0
6;11;WN;LAS;HOU;-13.0
6;11;WN;LAS;MCI;-25.0
6;11;WN;LAS;MDW;-16.0
6;11;WN;LAS;SAT;-14.0
6;11;WN;LAS;STL;-18.0
6;11;WN;LAX;DAL;-5.0
6;11;WN;LAX;HOU;-15.0
6;11;WN;LAX;MCI;-23.0
6;11;WN;ONT;DAL;10.0
6;11;WN;PHX;ATL;-7.5
6;11;WN;PHX;DAL;-10.0
6;11;WN;RNO;MDW;-7.0
6;11;WN;SAN;AUS;-4.0
6;11;WN;SAN;MCI;0.0
6;11;WN;SMF;AUS;1.0
6;11;WN;SMF;MDW;-14.5
6;11;WN;SNA;DAL;3.0
6;12;AA;DEN;CLT;-16.0
6;12;AA;LAS;ORD;-5.5
6;12;AA;LAX;ORD;-4.0
6;12;AA;PDX;ORD;15.0
6;12;AA;SAN;DFW;118.0
6;12;AA;SEA;ORD;12.0
6;12;AA;SMF;DFW;-15.0
6;12;AS;SEA;DFW;-19.0
6;12;AS;SEA;ORD;-15.5
6;12;DL;DEN;JFK;-16.0
6;12;DL;LAS;ATL;-16.5
6;12;DL;LAS;DTW;-12.0
6;12;DL;LAX;MSP;-8.0
6;12;DL;PDX;MSP;-14.5
6;12;DL;PHX;ATL;0.5
6;12;DL;PHX;DTW;-19.0
6;12;DL;PHX;MSP;-31.0
6;12;DL;SAN;MSP;4.0
6;12;DL;SEA;MSP;-13.5
6;12;DL;SFO;MSP;-29.0
6;12;DL;SJC;MSP;-12.0
6;12;DL;SMF;MSP;-12.0
6;12;DL;SNA;MSP;0.0
6;12;DL;TUS;ATL;-5.0
6;12;F9;DEN;PWM;7.0
6;12;F9;LAS;MSN;-39.0
6;12;G4;AZA;GRR;-5.0
6;12;NK;LAS;MSY;-5.0
6;12;UA;LAS;ORD;36.0
6;12;UA;LAX;ORD;3.5
6;12;UA;SAN;ORD;1.0
6;12;UA;SEA;ORD;-16.0
6;12;UA;SFO;IAH;-31.0
6;12;UA;SFO;ORD;12.0
6;12;UA;SNA;ORD;-7.0
6;12;WN;DEN;BOS;-7.0
6;12;WN;DEN;LGA;-12.0
6;12;WN;DEN;MCO;-8.0
6;12;WN;LAS;ATL;-18.0
6;12;WN;LAS;BNA;-5.5
6;12;WN;LAS;MKE;1.0
6;12;WN;LAX;BNA;1.0
6;12;WN;LAX;MDW;-4.5
6;12;WN;LAX;MSY;-14.0
6;12;WN;OAK;AUS;-14.0
6;12;WN;OAK;DAL;0.0
6;12;WN;OAK;HOU;-12.0
6;12;WN;OAK;MDW;-23.0
6;12;WN;ONT;MDW;19.0
6;12;WN;PDX;MDW;-7.0
6;12;WN;SAN;MDW;29.5
6;12;WN;SAN;MSY;-8.0
6;12;WN;SEA;MDW;-11.0
6;12;WN;SFO;DAL;-13.0
6;12;WN;SFO;MDW;-5.0
6;12;WN;SJC;AUS;-10.0
6;12;WN;SJC;DAL;37.0
6;12;WN;SJC;STL;-22.0
6;12;WN;SMF;MDW;-14.5
6;13;AA;LAS;CLT;8.0
6;13;AA;LAX;CLT;292.0
6;13;AA;PDX;ORD;-13.0
6;13;AA;PHX;PHL;-9.0
6;13;AA;SAN;CLT;-18.0
6;13;AS;PDX;ORD;-17.0
6;13;B6;LAS;JFK;-11.0
6;13;DL;LAS;ATL;-16.5
6;13;DL;LAS;JFK;25.0
6;13;DL;LAX;ATL;-17.0
6;13;DL;PDX;ATL;5.0
6;13;DL;PHX;DTW;-15.0
6;13;DL;PHX;JFK;-13.5
6;13;DL;SAN;ATL;-19.0
6;13;DL;SEA;ATL;11.0
6;13;DL;SEA;DTW;-14.0
6;13;DL;SFO;ATL;-15.5
6;13;DL;SJC;ATL;8.0
6;13;DL;SMF;ATL;-5.5
6;13;F9;LAS;GSP;-15.0
6;13;F9;LAS;IAD;-3.0
6;13;G4;AZA;SBN;26.0
6;13;UA;LAS;EWR;29.5
6;13;UA;PHX;EWR;-8.0
6;13;UA;SEA;IAH;-6.0
6;13;UA;SEA;ORD;-16.0
6;13;UA;SJC;ORD;-4.0
6;13;UA;SNA;ORD;-18.0
6;13;WN;LAS;BWI;-14.0
6;13;WN;LAX;ATL;-3.0
6;13;WN;PHX;FLL;-7.5
6;14;AA;LAS;MIA;-8.0
6;14;AA;LAX;JFK;-17.0
6;14;AA;LAX;PHL;34.0
6;14;AA;SAN;CLT;-16.0
6;14;AA;SAN;PHL;3.0
6;14;AA;SFO;JFK;-29.0
6;14;AA;SFO;PHL;-7.5
6;14;AS;LAX;EWR;7.0
6;14;AS;PDX;EWR;-10.0
6;14;AS;PDX;MCO;-11.0
6;14;AS;SAN;EWR;-18.0
6;14;AS;SEA;ATL;-14.0
6;14;AS;SEA;DTW;-5.5
6;14;AS;SEA;TPA;-36.0
6;14;B6;LAS;BOS;-30.0
6;14;B6;LAS;JFK;0.0
6;14;B6;LAX;BOS;-28.0
6;14;B6;SFO;JFK;8.0
6;14;DL;ANC;MSP;-28.0
6;14;DL;LAS;JFK;-3.5
6;14;DL;LAX;ATL;-6.0
6;14;DL;LAX;JFK;-16.0
6;14;DL;PHX;JFK;423.0
6;14;DL;SEA;ATL;-2.0
6;14;DL;SFO;DTW;-32.5
6;14;DL;SFO;JFK;-29.0
6;14;DL;SJC;ATL;-6.0
6;14;DL;SMF;ATL;-29.0
6;14;DL;SNA;ATL;-8.0
6;14;F9;LAS;IAD;-26.0
6;14;NK;LAX;PHL;-16.0
6;14;UA;LAS;EWR;-24.0
6;14;UA;LAX;EWR;-21.0
6;14;UA;LAX;IAD;-7.0
6;14;UA;PDX;EWR;-5.5
6;14;UA;PHX;EWR;-22.0
6;14;UA;SAN;EWR;-22.5
6;14;UA;SEA;EWR;2.0
6;14;UA;SFO;BOS;-7.0
6;14;UA;SFO;EWR;0.5
6;14;WN;LAS;BWI;-11.0
6;14;WN;LAX;BWI;-6.0
6;14;WN;OAK;BWI;-23.5
6;14;WN;SAN;BWI;-4.0
6;14;WN;SEA;BWI;-15.0
6;14;WN;SMF;BWI;-8.5
6;15;AA;LAX;BOS;-9.0
6;15;AA;SFO;JFK;9.0
6;15;AS;SEA;BOS;-15.5
6;15;B6;SFO;JFK;-34.0
6;15;DL;SFO;JFK;-30.5
6;15;UA;SEA;EWR;-26.0
6;15;UA;SFO;EWR;-37.0
6;15;UA;SJC;EWR;-2.0
6;15;UA;SNA;EWR;-13.0
6;15;WN;OAK;BWI;2.5
6;15;WN;OAK;EWR;-23.0
6;15;WN;SJC;MCO;-43.0
6;17;UA;GUM;HNL;-5.0
7;7;AA;CLT;BNA;-9.0
7;7;AA;CMH;ORD;-8.0
7;7;AA;CVG;ORD;40.5
7;7;AA;DAY;ORD;41.0
7;7;AA;DFW;ABQ;18.0
7;7;AA;DFW;ELP;-15.0
7;7;AA;DFW;PHX;-6.5
7;7;AA;DFW;SAN;-19.0
7;7;AA;EYW;MIA;-4.5
7;7;AA;IND;ORD;-10.0
7;7;AA;LEX;ORD;-11.5
7;7;AA;ORD;MSN;-11.0
7;7;AA;PHX;LAX;-3.0
7;7;AA;SGU;PHX;-3.0
7;7;AA;TOL;ORD;20.0
7;7;AA;TUS;PHX;-6.0
7;7;AS;BLI;SEA;-5.0
7;7;AS;BOI;GEG;14.0
7;7;AS;BOI;SEA;-0.5
7;7;AS;PDX;SEA;-7.0
7;7;AS;RDM;PDX;-10.0
7;7;AS;RNO;SJC;-6.5
7;7;AS;SEA;PDX;-5.0
7;7;DL;AGS;ATL;-10.0
7;7;DL;AZO;MSP;-16.0
7;7;DL;CHA;ATL;-18.0
7;7;DL;CIU;MSP;4.0
7;7;DL;CLE;DTW;-4.0
7;7;DL;CMH;MSP;-5.0
7;7;DL;CVG;ORD;-23.0
7;7;DL;DAY;MSP;-4.0
7;7;DL;DLH;MSP;15.0
7;7;DL;DTW;MSP;-1.0
7;7;DL;DTW;ORD;12.0
7;7;DL;FNT;MSP;-6.0
7;7;DL;GRR;MSP;-13.0
7;7;DL;IND;MSP;4.0
7;7;DL;LAN;MSP;1.0
7;7;DL;LSE;MSP;-12.0
7;7;DL;MQT;MSP;-22.0
7;7;DL;PHX;LAX;5.0
7;7;DL;RST;MSP;19.0
7;7;DL;SBN;MSP;-3.5
7;7;DL;SLC;LAX;-12.0
7;7;DL;SUN;SLC;-9.5
7;7;DL;TVC;MSP;7.5
7;7;F9;MCO;MSY;5.0
7;7;HA;HNL;OGG;0.5
7;7;HA;ITO;HNL;-11.0
7;7;HA;LIH;HNL;-4.0
7;7;HA;LNY;HNL;-18.0
7;7;HA;OGG;HNL;-13.0
7;7;NK;DTW;DEN;-2.0
7;7;NK;FLL;MSY;4.0
7;7;NK;TPA;MSY;-12.0
7;7;UA;ASE;DEN;6.0
7;7;UA;CLE;ORD;-14.0
7;7;UA;COS;DEN;-3.0
7;7;UA;DAY;ORD;0.0
7;7;UA;GRR;ORD;20.5
7;7;UA;SBN;ORD;-5.0
7;7;WN;ABQ;PHX;37.0
7;7;WN;ATL;BNA;-6.0
7;7;WN;ATL;MDW;54.0
7;7;WN;AUS;ELP;-6.0
7;7;WN;AUS;PHX;-7.0
7;7;WN;BOI;GEG;-5.5
7;7;WN;BOI;OAK;-9.0
7;7;WN;BUF;MDW;-4.0
7;7;WN;CLE;MDW;-5.0
7;7;WN;CLE;MKE;-7.0
7;7;WN;CMH;BNA;-12.5
7;7;WN;CMH;MDW;0.0
7;7;WN;DTW;BNA;-12.0
7;7;WN;DTW;MDW;48.0
7;7;WN;GRR;MDW;-13.0
7;7;WN;HOU;PHX;-3.0
7;7;WN;JAX;BNA;-8.5
7;7;WN;KOA;HNL;-6.0
7;7;WN;OGG;HNL;-16.0
7;7;WN;OKC;DEN;-10.0
7;7;WN;OKC;LAS;-13.0
7;7;WN;OKC;PHX;-4.0
7;7;WN;OMA;LAS;-6.0
7;7;WN;PHX;BUR;-1.0
7;7;WN;PHX;LAX;-4.0
7;7;WN;PHX;ONT;5.0
7;7;WN;SAT;LAS;-5.0
7;7;WN;SAT;PHX;-8.5
7;7;WN;SDF;MDW;-9.0
7;7;WN;SLC;LAS;-10.0
7;7;WN;SLC;OAK;5.0
7;8;AA;ABE;ORD;-7.0
7;8;AA;ABI;DFW;0.5
7;8;AA;AGS;CLT;-18.0
7;8;AA;ALB;ORD;-7.0
7;8;AA;ALB;PHL;-16.5
7;8;AA;ATL;CLT;-11.5
7;8;AA;ATL;ORD;102.0
7;8;AA;AUS;DFW;-5.0
7;8;AA;AVL;CLT;-8.0
7;8;AA;BNA;ORD;-11.0
7;8;AA;BOS;DCA;-15.5
7;8;AA;BOS;JFK;-12.0
7;8;AA;BOS;LGA;9.0
7;8;AA;BOS;PHL;-9.0
7;8;AA;BTV;ORD;23.0
7;8;AA;BUF;ORD;-7.0
7;8;AA;BWI;CLT;13.0
7;8;AA;BWI;ORD;-30.0
7;8;AA;CAE;CLT;-16.0
7;8;AA;CAK;CLT;52.5
7;8;AA;CHA;CLT;20.0
7;8;AA;CHO;CLT;1.0
7;8;AA;CHO;ORD;-13.0
7;8;AA;CHS;CLT;-9.0
7;8;AA;CHS;DCA;-8.0
7;8;AA;CLE;CLT;-14.0
7;8;AA;CLE;LGA;57.0
7;8;AA;CLE;ORD;-21.0
7;8;AA;CLE;PHL;-17.5
7;8;AA;CLL;DFW;-2.0
7;8;AA;CLT;AGS;9.0
7;8;AA;CLT;AVL;-26.0
7;8;AA;CLT;BNA;62.0
7;8;AA;CLT;CAE;-16.0
7;8;AA;CLT;CHA;-2.0
7;8;AA;CLT;CHO;-26.0
7;8;AA;CLT;CHS;5.0
7;8;AA;CLT;CLE;-6.0
7;8;AA;CLT;CMH;-11.0
7;8;AA;CLT;CRW;11.0
7;8;AA;CLT;DAY;-1.0
7;8;AA;CLT;DCA;7.0
7;8;AA;CLT;EWN;-5.0
7;8;AA;CLT;FAY;11.0
7;8;AA;CLT;GSO;-2.0
7;8;AA;CLT;GSP;-5.5
7;8;AA;CLT;IAD;-4.0
7;8;AA;CLT;JAX;-8.0
7;8;AA;CLT;LIT;0.0
7;8;AA;CLT;LYH;-11.0
7;8;AA;CLT;MEM;-1.0
7;8;AA;CLT;MKE;-15.0
7;8;AA;CLT;MSY;-10.0
7;8;AA;CLT;MYR;2.0
7;8;AA;CLT;OAJ;10.5
7;8;AA;CLT;ORD;0.0
7;8;AA;CLT;ORF;-10.5
7;8;AA;CLT;PGV;2.0
7;8;AA;CLT;PHF;-4.0
7;8;AA;CLT;PNS;-6.5
7;8;AA;CLT;RDU;0.0
7;8;AA;CLT;RIC;1.0
7;8;AA;CLT;ROA;-4.0
7;8;AA;CLT;SAV;5.0
7;8;AA;CLT;SDF;-13.0
7;8;AA;CLT;STL;4.5
7;8;AA;CLT;TRI;1.0
7;8;AA;CLT;TUS;2.0
7;8;AA;CLT;TYS;-8.0
7;8;AA;CLT;XNA;-10.0
7;8;AA;CMH;CLT;4.5
7;8;AA;CMH;PHX;-3.0
7;8;AA;CMI;ORD;17.5
7;8;AA;CRW;CLT;8.0
7;8;AA;CRW;DCA;-13.0
7;8;AA;CVG;CLT;-5.0
7;8;AA;CVG;ORD;12.0
7;8;AA;DAB;CLT;-8.5
7;8;AA;DAY;CLT;-8.5
7;8;AA;DCA;BDL;-7.0
7;8;AA;DCA;BOS;-11.0
7;8;AA;DCA;CLT;-4.0
7;8;AA;DCA;LGA;-9.5
7;8;AA;DCA;PHL;-11.0
7;8;AA;DCA;TYS;-16.0
7;8;AA;DEN;LAX;24.0
7;8;AA;DEN;PHX;27.0
7;8;AA;DFW;ABQ;6.0
7;8;AA;DFW;AUS;-15.0
7;8;AA;DFW;BHM;-15.5
7;8;AA;DFW;BNA;-21.0
7;8;AA;DFW;BTR;-4.0
7;8;AA;DFW;DEN;2.0
7;8;AA;DFW;DSM;-8.0
7;8;AA;DFW;HSV;32.0
7;8;AA;DFW;IAH;-3.0
7;8;AA;DFW;JAN;-2.0
7;8;AA;DFW;LAS;-13.5
7;8;AA;DFW;LAX;-18.5
7;8;AA;DFW;LIT;-13.0
7;8;AA;DFW;MCI;-7.0
7;8;AA;DFW;MEM;11.0
7;8;AA;DFW;MFE;-12.0
7;8;AA;DFW;MSY;-9.0
7;8;AA;DFW;OMA;-5.0
7;8;AA;DFW;PHX;-3.5
7;8;AA;DFW;PNS;7.5
7;8;AA;DFW;SAT;-2.0
7;8;AA;DFW;SLC;2.0
7;8;AA;DFW;SNA;-5.0
7;8;AA;DFW;STL;-6.0
7;8;AA;DFW;TUL;-8.0
7;8;AA;DFW;VPS;178.0
7;8;AA;DFW;XNA;-17.0
7;8;AA;DSM;PHX;-8.0
7;8;AA;DTW;PHX;-16.0
7;8;AA;ERI;PHL;-13.0
7;8;AA;EWR;ORD;-16.0
7;8;AA;FAY;CLT;-14.0
7;8;AA;FLO;CLT;12.0
7;8;AA;GGG;DFW;12.0
7;8;AA;GJT;PHX;-11.0
7;8;AA;GRR;DFW;-22.0
7;8;AA;GSO;CLT;8.0
7;8;AA;GSP;CLT;-14.0
7;8;AA;GSP;ORD;113.5
7;8;AA;HHH;CLT;-6.0
7;8;AA;HOU;DFW;-19.0
7;8;AA;HPN;ORD;0.0
7;8;AA;HTS;CLT;1.0
7;8;AA;IAD;CLT;0.5
7;8;AA;IAH;LAX;-20.5
7;8;AA;ILM;CLT;0.5
7;8;AA;IND;CLT;-12.0
7;8;AA;IND;DCA;-15.0
7;8;AA;IND;LAX;-9.5
7;8;AA;ISP;PHL;3.0
7;8;AA;JAX;DCA;-10.5
7;8;AA;JAX;ORD;5.0
7;8;AA;LAS;LAX;4.5
7;8;AA;LAW;DFW;-18.0
7;8;AA;LAX;FAT;-24.0
7;8;AA;LAX;SAN;-10.0
7;8;AA;LAX;SFO;-12.0
7;8;AA;LAX;SMF;-5.0
7;8;AA;LEX;CLT;109.0
7;8;AA;LGA;BOS;17.0
7;8;AA;LGA;DCA;-22.0
7;8;AA;LYH;CLT;-13.0
7;8;AA;MCO;MIA;-20.5
7;8;AA;MCO;PHX;2.0
7;8;AA;MDT;ORD;4.0
7;8;AA;MEI;DFW;-30.0
7;8;AA;MHT;ORD;18.5
7;8;AA;MIA;MCO;-9.0
7;8;AA;MIA;PHX;-5.0
7;8;AA;MKE;ORD;-19.0
7;8;AA;MKE;PHX;-2.0
7;8;AA;MYR;CLT;-19.0
7;8;AA;OAJ;CLT;-2.0
7;8;AA;OKC;DFW;-13.0
7;8;AA;OMA;LAX;-8.0
7;8;AA;ORD;BNA;86.0
7;8;AA;ORD;DEN;-9.0
7;8;AA;ORD;DSM;-5.0
7;8;AA;ORD;MCI;-12.0
7;8;AA;ORD;MSP;-14.0
7;8;AA;ORD;OMA;-9.0
7;8;AA;ORD;SGF;61.0
7;8;AA;ORD;STL;-10.5
7;8;AA;ORD;XNA;-10.0
7;8;AA;ORF;CLT;-17.0
7;8;AA;ORF;ORD;-25.5
7;8;AA;PGV;CLT;-3.0
7;8;AA;PHF;CLT;-10.0
7;8;AA;PHL;AVP;19.0
7;8;AA;PHL;CLT;-0.5
7;8;AA;PHL;ORD;-8.0
7;8;AA;PHL;PIT;-2.0
7;8;AA;PHX;LAS;-4.0
7;8;AA;PHX;LAX;0.0
7;8;AA;PHX;ONT;-4.0
7;8;AA;PHX;PSP;-7.5
7;8;AA;PHX;SAN;-5.0
7;8;AA;PHX;SBA;-5.0
7;8;AA;PIT;CLT;-1.5
7;8;AA;PIT;PHX;-22.0
7;8;AA;PVD;ORD;28.0
7;8;AA;PVD;PHL;0.0
7;8;AA;RDU;CLT;13.0
7;8;AA;RDU;LGA;-1.5
7;8;AA;RDU;ORD;47.0
7;8;AA;RIC;LGA;-19.0
7;8;AA;RIC;ORD;36.0
7;8;AA;RIC;PHL;-13.0
7;8;AA;ROA;CLT;-2.0
7;8;AA;ROC;CLT;-7.0
7;8;AA;ROC;ORD;37.0
7;8;AA;RSW;DFW;-10.0
7;8;AA;SAT;DFW;-9.5
7;8;AA;SAT;LAX;-18.0
7;8;AA;SAV;CLT;-9.5
7;8;AA;SAV;DCA;-16.0
7;8;AA;SBY;CLT;-9.0
7;8;AA;SCE;ORD;-10.0
7;8;AA;SDF;CLT;3.0
7;8;AA;SDF;LAX;555.0
7;8;AA;SFO;LAX;-2.0
7;8;AA;SGF;DFW;-12.0
7;8;AA;SGF;ORD;-12.0
7;8;AA;SJC;LAX;-4.0
7;8;AA;SLC;LAX;-20.0
7;8;AA;SMF;LAX;-18.0
7;8;AA;SRQ;CLT;-15.0
7;8;AA;STL;ORD;22.0
7;8;AA;SYR;ORD;15.0
7;8;AA;TLH;CLT;-11.0
7;8;AA;TLH;DFW;4.0
7;8;AA;TPA;CLT;-1.0
7;8;AA;TPA;PHX;-13.5
7;8;AA;TUS;LAX;-16.0
7;8;AA;TUS;PHX;-10.0
7;8;AA;TYR;DFW;-9.0
7;8;AA;TYS;CLT;-5.0
7;8;AA;TYS;ORD;-7.0
7;8;AS;ABQ;SAN;-10.5
7;8;AS;ANC;FAI;0.0
7;8;AS;AUS;SAN;1.0
7;8;AS;AUS;SFO;-8.0
7;8;AS;BIL;SEA;-6.0
7;8;AS;BLI;SEA;0.0
7;8;AS;BOI;PDX;-8.0
7;8;AS;BZN;SEA;-9.0
7;8;AS;DAL;LAX;-17.0
7;8;AS;EUG;SEA;-4.0
7;8;AS;FAI;ANC;-5.0
7;8;AS;FAT;SAN;-16.0
7;8;AS;GEG;PAE;-17.0
7;8;AS;GEG;SEA;-1.5
7;8;AS;JNU;KTN;-11.0
7;8;AS;LAX;SJC;-6.0
7;8;AS;MCI;SAN;-22.0
7;8;AS;MFR;PDX;-18.0
7;8;AS;MSP;SEA;-6.0
7;8;AS;PDX;PAE;-13.0
7;8;AS;PDX;SEA;31.0
7;8;AS;PDX;STS;-15.0
7;8;AS;PSP;SFO;-12.0
7;8;AS;RDM;SEA;12.0
7;8;AS;RNO;SEA;40.0
7;8;AS;SAN;MRY;-7.5
7;8;AS;SEA;BLI;-4.0
7;8;AS;SEA;EUG;-15.0
7;8;AS;SEA;GEG;-1.0
7;8;AS;SEA;KTN;18.0
7;8;AS;SEA;PDX;3.0
7;8;AS;SEA;PSC;-5.5
7;8;AS;SEA;RDM;-3.0
7;8;AS;SFO;LAS;-23.0
7;8;AS;SFO;LAX;10.0
7;8;AS;SFO;PDX;-5.5
7;8;AS;SFO;PSP;-8.0
7;8;AS;SJC;BUR;-12.5
7;8;AS;SJC;RNO;-2.0
7;8;AS;SJC;SAN;-1.5
7;8;AS;SLC;PDX;-15.0
7;8;AS;SLC;SEA;-36.0
7;8;AS;SLC;SFO;-26.0
7;8;AS;SNA;SFO;-10.0
7;8;B6;ATL;FLL;11.5
7;8;B6;BOS;BUF;-1.0
7;8;B6;BOS;DCA;-11.0
7;8;B6;BOS;EWR;-25.0
7;8;B6;BOS;JFK;-7.0
7;8;B6;BOS;ORD;100.0
7;8;B6;CHS;FLL;-19.0
7;8;B6;DCA;BDL;-20.0
7;8;B6;DCA;BOS;-3.5
7;8;B6;FLL;MSY;-15.0
7;8;B6;JAX;FLL;-18.0
7;8;B6;JFK;BOS;-19.0
7;8;B6;JFK;BTV;-18.0
7;8;B6;JFK;ROC;17.5
7;8;B6;JFK;SYR;-8.5
7;8;B6;LGB;LAS;-8.0
7;8;DL;ABQ;LAX;2.5
7;8;DL;AGS;ATL;-3.0
7;8;DL;ASE;SLC;-21.5
7;8;DL;ATL;CLT;-22.0
7;8;DL;ATL;CVG;-5.0
7;8;DL;ATL;DFW;-12.0
7;8;DL;ATL;FLL;-4.0
7;8;DL;ATL;IAD;-9.0
7;8;DL;ATL;IAH;12.0
7;8;DL;ATL;IND;-8.0
7;8;DL;ATL;JAX;-6.0
7;8;DL;ATL;LAS;-15.0
7;8;DL;ATL;MSY;-4.0
7;8;DL;ATL;ORD;1.5
7;8;DL;ATL;ORF;-10.0
7;8;DL;ATL;RDU;2.0
7;8;DL;ATL;TPA;36.0
7;8;DL;AUS;LAX;-26.0
7;8;DL;AVL;ATL;3.0
7;8;DL;AZO;MSP;-32.0
7;8;DL;BGR;LGA;78.0
7;8;DL;BIS;MSP;-11.0
7;8;DL;BOI;LAX;-8.0
7;8;DL;BOI;SEA;-16.0
7;8;DL;BOS;JFK;-1.0
7;8;DL;BOS;LGA;9.0
7;8;DL;BOS;MKE;5.0
7;8;DL;BRD;MSP;5.0
7;8;DL;BTV;LGA;-11.0
7;8;DL;BUF;BOS;-8.5
7;8;DL;BUF;LGA;-14.0
7;8;DL;BUF;MSP;-15.0
7;8;DL;BWI;JFK;-18.0
7;8;DL;CAE;ATL;12.5
7;8;DL;CHA;ATL;-21.0
7;8;DL;CHS;ATL;-5.0
7;8;DL;CIU;MSP;0.0
7;8;DL;CLE;ATL;-11.0
7;8;DL;CLE;MSP;20.0
7;8;DL;CLT;ATL;-12.5
7;8;DL;CLT;JFK;-7.0
7;8;DL;CMH;ATL;-1.0
7;8;DL;CMH;LGA;8.5
7;8;DL;CMH;MSP;-21.0
7;8;DL;CRW;ATL;-8.0
7;8;DL;CVG;BWI;-5.0
7;8;DL;CVG;CLT;-1.0
7;8;DL;CVG;DCA;-6.0
7;8;DL;CVG;DFW;-14.0
7;8;DL;CVG;LAS;-2.0
7;8;DL;CVG;LAX;11.0
7;8;DL;CVG;MCI;-21.0
7;8;DL;CVG;MSP;18.0
7;8;DL;CVG;PHL;-7.0
7;8;DL;CVG;RDU;-5.0
7;8;DL;CVG;SEA;10.5
7;8;DL;CWA;MSP;-32.5
7;8;DL;DAB;ATL;-8.5
7;8;DL;DAY;MSP;-2.0
7;8;DL;DCA;ATL;5.0
7;8;DL;DCA;DTW;-4.0
7;8;DL;DCA;LGA;-4.0
7;8;DL;DEN;LAX;-33.0
7;8;DL;DFW;LAX;-4.0
7;8;DL;DLH;MSP;-8.0
7;8;DL;DTW;ALB;1.0
7;8;DL;DTW;BDL;-14.0
7;8;DL;DTW;BNA;-11.0
7;8;DL;DTW;BTV;-19.0
7;8;DL;DTW;BUF;42.0
7;8;DL;DTW;BWI;-26.0
7;8;DL;DTW;CLE;-27.5
7;8;DL;DTW;CMH;-11.0
7;8;DL;DTW;DCA;-16.0
7;8;DL;DTW;DFW;-10.0
7;8;DL;DTW;EWR;-18.0
7;8;DL;DTW;IAD;4.5
7;8;DL;DTW;LAS;-32.0
7;8;DL;DTW;LAX;-9.0
7;8;DL;DTW;MSP;-7.5
7;8;DL;DTW;ORF;3.5
7;8;DL;DTW;PHL;14.0
7;8;DL;DTW;PIT;-13.0
7;8;DL;DTW;PVD;-17.0
7;8;DL;DTW;RIC;9.0
7;8;DL;DTW;ROC;-11.0
7;8;DL;DTW;SYR;-9.5
7;8;DL;EUG;SEA;25.0
7;8;DL;FAR;MSP;-1.0
7;8;DL;FLL;ATL;-8.0
7;8;DL;FWA;ATL;-7.0
7;8;DL;FWA;MSP;103.0
7;8;DL;GEG;SEA;-30.0
7;8;DL;GNV;ATL;-8.0
7;8;DL;GSO;ATL;-5.0
7;8;DL;GSP;ATL;-6.0
7;8;DL;GSP;LGA;-29.0
7;8;DL;HHH;ATL;19.0
7;8;DL;HIB;MSP;-11.0
7;8;DL;IDA;SLC;-6.0
7;8;DL;ILM;ATL;7.5
7;8;DL;IND;ATL;17.0
7;8;DL;IND;LAX;-11.0
7;8;DL;IND;MSP;-19.0
7;8;DL;JAC;SLC;13.0
7;8;DL;JAX;ATL;2.0
7;8;DL;JFK;BOS;-14.5
7;8;DL;JFK;ORD;-4.0
7;8;DL;LAN;MSP;-10.0
7;8;DL;LAX;LAS;-9.5
7;8;DL;LAX;SFO;-36.0
7;8;DL;LAX;SJC;-18.0
7;8;DL;LEX;ATL;-5.5
7;8;DL;LEX;DCA;-13.0
7;8;DL;LGA;BOS;-9.5
7;8;DL;LGA;BUF;-9.0
7;8;DL;LGA;DCA;-13.0
7;8;DL;LGA;MKE;-11.5
7;8;DL;LGA;ORD;9.5
7;8;DL;LGA;SYR;13.0
7;8;DL;LSE;MSP;-15.0
7;8;DL;MCI;LAX;-11.0
7;8;DL;MCI;SEA;23.0
7;8;DL;MCO;ATL;-6.0
7;8;DL;MCO;MIA;-9.0
7;8;DL;MHT;DTW;314.0
7;8;DL;MIA;ATL;-4.0
7;8;DL;MSP;BIS;-21.0
7;8;DL;MSP;FAR;-2.0
7;8;DL;MSP;MCI;1.5
7;8;DL;MSP;MSN;10.0
7;8;DL;MSP;OMA;3.0
