;fl_date;mkt_unique_carrier;branded_code_share;mkt_carrier;mkt_carrier_fl_num;op_unique_carrier;tail_num;op_carrier_fl_num;origin_airport_id;origin;origin_city_name;dest_airport_id;dest;dest_city_name;crs_dep_time;dep_time;dep_delay;taxi_out;wheels_off;wheels_on;taxi_in;crs_arr_time;arr_time;arr_delay;cancelled;cancellation_code;diverted;dup;crs_elapsed_time;actual_elapsed_time;air_time;flights;distance;carrier_delay;weather_delay;nas_delay;security_delay;late_aircraft_delay;first_dep_time;total_add_gtime;longest_add_gtime;no_name
518235;2018-09-03;HA;HA;HA;348;HA;N485HA;348;12173;HNL;Honolulu, HI;12758;KOA;Kona, HI;1725;1718.0;-7.0;13.0;1731.0;1800.0;5.0;1811;1805.0;-6.0;0;;0;N;46;47.0;29.0;1;163;;;;;;;;;
95422;2018-10-18;F9;F9;F9;490;F9;N227FR;490;11292;DEN;Denver, CO;11637;FAR;Fargo, ND;1555;1557.0;2.0;14.0;1611.0;1827.0;9.0;1846;1836.0;-10.0;0;;0;N;111;99.0;76.0;1;627;;;;;;;;;
74963;2018-08-19;F9;F9;F9;1145;F9;N326FR;1145;14683;SAT;San Antonio, TX;12889;LAS;Las Vegas, NV;1620;1633.0;13.0;16.0;1649.0;1719.0;6.0;1715;1725.0;10.0;0;;0;N;175;172.0;150.0;1;1069;;;;;;;;;
658914;2018-03-31;VX;VX;VX;1907;VX;N924VA;1907;12889;LAS;Las Vegas, NV;14771;SFO;San Francisco, CA;1554;1548.0;-6.0;14.0;1602.0;1710.0;3.0;1726;1713.0;-13.0;0;;0;N;92;85.0;68.0;1;414;;;;;;;;;
61382;2018-07-11;F9;F9;F9;370;F9;N220FR;370;13891;ONT;Ontario, CA;11292;DEN;Denver, CO;1926;1959.0;33.0;12.0;2011.0;2305.0;13.0;2243;2318.0;35.0;0;;0;N;137;139.0;114.0;1;819;10.0;0.0;2.0;0.0;23.0;;;;
395815;2019-06-06;G4;G4;G4;101;G4;317NV;101;12889;LAS;Las Vegas, NV;11980;GRI;Grand Island, NE;615;601.0;-14.0;23.0;624.0;1030.0;5.0;1037;1035.0;-2.0;0;;0;N;142;154.0;126.0;1;971;;;;;;;;;
637406;2019-12-16;HA;HA;HA;557;HA;N492HA;557;12758;KOA;Kona, HI;12173;HNL;Honolulu, HI;2100;2044.0;-16.0;6.0;2050.0;2116.0;10.0;2144;2126.0;-18.0;0;;0;N;44;42.0;26.0;1;163;;;;;;;;;
251383;2019-12-22;F9;F9;F9;664;F9;N338FR;664;14771;SFO;San Francisco, CA;11292;DEN;Denver, CO;1037;1105.0;28.0;36.0;1141.0;1435.0;7.0;1418;1442.0;24.0;0;;0;N;161;157.0;114.0;1;967;0.0;0.0;24.0;0.0;0.0;;;;
456340;2019-12-30;G4;G4;G4;2413;G4;273NV;2413;12889;LAS;Las Vegas, NV;11986;GRR;Grand Rapids, MI;1550;1709.0;79.0;13.0;1722.0;2333.0;4.0;2223;2337.0;74.0;0;;0;N;213;208.0;191.0;1;1642;4.0;0.0;0.0;0.0;70.0;;;;
518711;2018-09-05;HA;HA;HA;306;HA;N492HA;306;12173;HNL;Honolulu, HI;13830;OGG;Kahului, HI;716;708.0;-8.0;19.0;727.0;750.0;7.0;755;757.0;2.0;0;;0;N;39;49.0;23.0;1;100;;;;;;;;;
83859;2018-09-14;F9;F9;F9;543;F9;N230FR;543;11278;DCA;Washington, DC;11292;DEN;Denver, CO;700;647.0;-13.0;14.0;701.0;811.0;45.0;859;856.0;-3.0;0;;0;N;239;249.0;190.0;1;1476;;;;;;;;;
90943;2018-10-05;F9;F9;F9;244;F9;N948FR;244;11292;DEN;Denver, CO;12266;IAH;Houston, TX;2042;2043.0;1.0;16.0;2059.0;2353.0;7.0;9;2400.0;-9.0;0;;0;N;147;137.0;114.0;1;862;;;;;;;;;
424613;2019-08-26;G4;G4;G4;2301;G4;301NV;2301;14761;SFB;Sanford, FL;10135;ABE;Allentown/Bethlehem/Easton, PA;1315;1310.0;-5.0;10.0;1320.0;1517.0;7.0;1539;1524.0;-15.0;0;;0;N;144;134.0;117.0;1;882;;;;;;;;;
443619;2019-11-17;G4;G4;G4;596;G4;304NV;596;10466;AZA;Phoenix, AZ;14783;SGF;Springfield, MO;730;743.0;13.0;13.0;756.0;1114.0;6.0;1057;1120.0;23.0;0;;0;N;147;157.0;138.0;1;1066;13.0;0.0;10.0;0.0;0.0;;;;
614775;2019-09-18;HA;HA_CODESHARE;HA;648;EM;N806HC;648;12173;HNL;Honolulu, HI;12492;JHM;Kapalua, HI;1221;1218.0;-3.0;12.0;1230.0;1248.0;16.0;1259;1304.0;5.0;0;;0;N;38;46.0;18.0;1;84;;;;;;;;;
241437;2019-11-26;F9;F9;F9;490;F9;N943FR;490;11292;DEN;Denver, CO;11637;FAR;Fargo, ND;1513;1520.0;7.0;29.0;1549.0;1814.0;8.0;1815;1822.0;7.0;0;;0;N;122;122.0;85.0;1;627;;;;;;;;;
397822;2019-06-11;G4;G4;G4;531;G4;259NV;531;11775;FSD;Sioux Falls, SD;10466;AZA;Phoenix, AZ;1120;1111.0;-9.0;11.0;1122.0;1139.0;4.0;1201;1143.0;-18.0;0;;0;N;161;152.0;137.0;1;1072;;;;;;;;;
225850;2019-10-19;F9;F9;F9;227;F9;N349FR;227;10821;BWI;Baltimore, MD;11292;DEN;Denver, CO;1127;1133.0;6.0;30.0;1203.0;1341.0;8.0;1325;1349.0;24.0;0;;0;N;238;256.0;218.0;1;1491;0.0;0.0;24.0;0.0;0.0;;;;
582888;2019-05-19;HA;HA_CODESHARE;HA;684;EM;N806HC;684;12173;HNL;Honolulu, HI;13034;LNY;Lanai, HI;1846;1851.0;5.0;10.0;1901.0;1920.0;3.0;1920;1923.0;3.0;0;;0;N;34;32.0;19.0;1;72;;;;;;;;;
498249;2018-06-20;HA;HA;HA;114;HA;N483HA;114;12982;LIH;Lihue, HI;12173;HNL;Honolulu, HI;717;711.0;-6.0;6.0;717.0;741.0;7.0;752;748.0;-4.0;0;;0;N;35;37.0;24.0;1;102;;;;;;;;;
336479;2018-11-01;G4;G4;G4;1703;G4;231NV;1703;12945;LEX;Lexington, KY;11697;FLL;Fort Lauderdale, FL;910;904.0;-6.0;11.0;915.0;1112.0;7.0;1128;1119.0;-9.0;0;;0;N;138;135.0;117.0;1;865;;;;;;;;;
188547;2019-07-19;F9;F9;F9;1211;F9;N710FR;1211;13204;MCO;Orlando, FL;15016;STL;St. Louis, MO;2128;2126.0;-2.0;12.0;2138.0;2233.0;11.0;2300;2244.0;-16.0;0;;0;N;152;138.0;115.0;1;882;;;;;;;;;
597354;2019-07-13;HA;HA;HA;198;HA;N493HA;198;12173;HNL;Honolulu, HI;12758;KOA;Kona, HI;902;901.0;-1.0;17.0;918.0;948.0;5.0;950;953.0;3.0;0;;0;N;48;52.0;30.0;1;163;;;;;;;;;
258961;2018-01-15;G4;G4;G4;728;G4;881GA;728;14761;SFB;Sanford, FL;12992;LIT;Little Rock, AR;726;733.0;7.0;13.0;746.0;850.0;9.0;859;859.0;0.0;0;;0;N;153;146.0;124.0;1;765;;;;;;;;;
457246;2018-01-02;HA;HA;HA;50;HA;N382HA;50;12173;HNL;Honolulu, HI;12478;JFK;New York, NY;1630;1735.0;65.0;14.0;1749.0;746.0;6.0;655;752.0;57.0;0;;0;N;565;557.0;537.0;1;4983;57.0;0.0;0.0;0.0;0.0;;;;
16624;2018-02-23;F9;F9;F9;1697;F9;N317FR;1697;11066;CMH;Columbus, OH;13204;MCO;Orlando, FL;1605;1600.0;-5.0;10.0;1610.0;1755.0;13.0;1831;1808.0;-23.0;0;;0;N;146;128.0;105.0;1;802;;;;;;;;;
482194;2018-04-18;HA;HA;HA;262;HA;N479HA;262;12173;HNL;Honolulu, HI;12402;ITO;Hilo, HI;708;701.0;-7.0;14.0;715.0;751.0;4.0;802;755.0;-7.0;0;;0;N;54;54.0;36.0;1;216;;;;;;;;;
151717;2019-04-12;F9;F9;F9;157;F9;N941FR;157;11423;DSM;Des Moines, IA;11292;DEN;Denver, CO;1836;1914.0;38.0;13.0;1927.0;1956.0;10.0;1936;2006.0;30.0;0;;0;N;120;112.0;89.0;1;589;2.0;0.0;19.0;0.0;9.0;;;;
611045;2019-09-03;HA;HA;HA;372;HA;N490HA;372;12173;HNL;Honolulu, HI;12402;ITO;Hilo, HI;1605;1602.0;-3.0;18.0;1620.0;1655.0;5.0;1701;1700.0;-1.0;0;;0;N;56;58.0;35.0;1;216;;;;;;;;;
133423;2019-02-13;F9;F9;F9;1071;F9;N718FR;1071;11433;DTW;Detroit, MI;13204;MCO;Orlando, FL;1545;1537.0;-8.0;43.0;1620.0;1822.0;7.0;1830;1829.0;-1.0;0;;0;N;165;172.0;122.0;1;957;;;;;;;;;
193191;2019-07-31;F9;F9;F9;183;F9;N351FR;183;13871;OMA;Omaha, NE;11292;DEN;Denver, CO;1837;1827.0;-10.0;12.0;1839.0;1849.0;10.0;1925;1859.0;-26.0;0;;0;N;108;92.0;70.0;1;472;;;;;;;;;
429102;2019-09-19;G4;G4;G4;2401;G4;273NV;2401;10693;BNA;Nashville, TN;11986;GRR;Grand Rapids, MI;1513;1507.0;-6.0;12.0;1519.0;1727.0;6.0;1740;1733.0;-7.0;0;;0;N;87;86.0;68.0;1;470;;;;;;;;;
544125;2018-12-14;HA;HA;HA;341;HA;N495HA;341;12402;ITO;Hilo, HI;12173;HNL;Honolulu, HI;900;854.0;-6.0;8.0;902.0;939.0;7.0;954;946.0;-8.0;0;;0;N;54;52.0;37.0;1;216;;;;;;;;;
557290;2019-02-05;HA;HA;HA;377;HA;N491HA;377;12758;KOA;Kona, HI;12173;HNL;Honolulu, HI;1753;1745.0;-8.0;11.0;1756.0;1825.0;9.0;1842;1834.0;-8.0;0;;0;N;49;49.0;29.0;1;163;;;;;;;;;
586835;2019-06-03;HA;HA;HA;141;HA;N479HA;141;12402;ITO;Hilo, HI;12173;HNL;Honolulu, HI;811;806.0;-5.0;8.0;814.0;851.0;6.0;904;857.0;-7.0;0;;0;N;53;51.0;37.0;1;216;;;;;;;;;
652822;2018-03-02;VX;VX;VX;1957;VX;N836VA;1957;14679;SAN;San Diego, CA;14771;SFO;San Francisco, CA;1205;1216.0;11.0;16.0;1232.0;1340.0;5.0;1341;1345.0;4.0;0;;0;N;96;89.0;68.0;1;447;;;;;;;;;
79409;2018-09-01;F9;F9;F9;961;F9;N331FR;961;10792;BUF;Buffalo, NY;10423;AUS;Austin, TX;2010;2010.0;0.0;19.0;2029.0;2222.0;12.0;2246;2234.0;-12.0;0;;0;N;216;204.0;173.0;1;1366;;;;;;;;;
124067;2019-01-14;F9;F9;F9;2422;F9;N723FR;2422;14635;RSW;Fort Myers, FL;11042;CLE;Cleveland, OH;2117;2110.0;-7.0;13.0;2123.0;2338.0;10.0;2359;2348.0;-11.0;0;;0;N;162;158.0;135.0;1;1025;;;;;;;;;
605686;2019-08-14;HA;HA;HA;35;HA;N370HA;35;14107;PHX;Phoenix, AZ;12173;HNL;Honolulu, HI;810;806.0;-4.0;12.0;818.0;1140.0;5.0;1150;1145.0;-5.0;0;;0;N;400;399.0;382.0;1;2917;;;;;;;;;
486540;2018-05-05;HA;HA;HA;328;HA;N485HA;328;12173;HNL;Honolulu, HI;12758;KOA;Kona, HI;715;712.0;-3.0;12.0;724.0;753.0;5.0;801;758.0;-3.0;0;;0;N;46;46.0;29.0;1;163;;;;;;;;;
331340;2018-10-12;G4;G4;G4;15;G4;235NV;15;11921;GJT;Grand Junction, CO;12889;LAS;Las Vegas, NV;1022;1029.0;7.0;13.0;1042.0;1048.0;6.0;1047;1054.0;7.0;0;;0;N;85;85.0;66.0;1;420;;;;;;;;;
288034;2018-05-07;G4;G4;G4;2914;G4;250NV;2914;15624;VPS;Valparaiso, FL;13198;MCI;Kansas City, MO;800;752.0;-8.0;10.0;802.0;955.0;4.0;1018;959.0;-19.0;0;;0;N;138;127.0;113.0;1;764;;;;;;;;;
358764;2019-02-02;G4;G4;G4;1305;G4;247NV;1305;14082;PGD;Punta Gorda, FL;11193;CVG;Cincinnati, OH;926;940.0;14.0;12.0;952.0;1155.0;6.0;1143;1201.0;18.0;0;;0;N;137;141.0;123.0;1;850;0.0;0.0;4.0;0.0;14.0;;;;
57513;2018-06-30;F9;F9;F9;1089;F9;N330FR;1089;11109;COS;Colorado Springs, CO;12889;LAS;Las Vegas, NV;1842;2113.0;151.0;16.0;2129.0;2153.0;8.0;1942;2201.0;139.0;0;;0;N;120;108.0;84.0;1;604;139.0;0.0;0.0;0.0;0.0;;;;
658518;2018-03-29;VX;VX;VX;1909;VX;N625VA;1909;12889;LAS;Las Vegas, NV;14771;SFO;San Francisco, CA;1700;1700.0;0.0;18.0;1718.0;1827.0;11.0;1840;1838.0;-2.0;0;;0;N;100;98.0;69.0;1;414;;;;;;;;;
182977;2019-07-06;F9;F9;F9;2019;F9;N303FR;2019;11109;COS;Colorado Springs, CO;12889;LAS;Las Vegas, NV;1644;1643.0;-1.0;14.0;1657.0;1726.0;10.0;1744;1736.0;-8.0;0;;0;N;120;113.0;89.0;1;604;;;;;;;;;
220850;2019-10-07;F9;F9;F9;1183;F9;N311FR;1183;14307;PVD;Providence, RI;13204;MCO;Orlando, FL;1324;1313.0;-11.0;11.0;1324.0;1600.0;12.0;1634;1612.0;-22.0;0;;0;N;190;179.0;156.0;1;1072;;;;;;;;;
133213;2019-02-13;F9;F9;F9;1091;F9;N202FR;1091;13204;MCO;Orlando, FL;12339;IND;Indianapolis, IN;1327;1321.0;-6.0;16.0;1337.0;1539.0;5.0;1557;1544.0;-13.0;0;;0;N;150;143.0;122.0;1;829;;;;;;;;;
4210;2018-01-14;F9;F9;F9;1441;F9;N715FR;1441;12391;ISP;Islip, NY;15304;TPA;Tampa, FL;1518;1530.0;12.0;9.0;1539.0;1822.0;26.0;1823;1848.0;25.0;0;;0;N;185;198.0;163.0;1;1034;9.0;0.0;13.0;0.0;3.0;;;;
483388;2018-04-22;HA;HA;HA;205;HA;N478HA;205;13830;OGG;Kahului, HI;12173;HNL;Honolulu, HI;613;608.0;-5.0;6.0;614.0;636.0;5.0;650;641.0;-9.0;0;;0;N;37;33.0;22.0;1;100;;;;;;;;;
408378;2019-07-09;G4;G4;G4;767;G4;260NV;767;14112;PIE;St. Petersburg, FL;11823;FWA;Fort Wayne, IN;720;715.0;-5.0;10.0;725.0;921.0;7.0;937;928.0;-9.0;0;;0;N;137;133.0;116.0;1;912;;;;;;;;;
467668;2018-02-18;HA;HA;HA;179;HA;N491HA;179;12402;ITO;Hilo, HI;13830;OGG;Kahului, HI;1753;1826.0;33.0;11.0;1837.0;1911.0;6.0;1834;1917.0;43.0;0;;0;N;41;51.0;34.0;1;121;10.0;0.0;0.0;0.0;33.0;;;;
52853;2018-06-16;F9;F9;F9;646;F9;N305FR;646;11292;DEN;Denver, CO;11193;CVG;Cincinnati, OH;634;639.0;5.0;11.0;650.0;1100.0;7.0;1121;1107.0;-14.0;0;;0;N;167;148.0;130.0;1;1069;;;;;;;;;
337161;2018-11-04;G4;G4;G4;2181;G4;881GA;2181;13367;MLI;Moline, IL;14761;SFB;Sanford, FL;1040;1034.0;-6.0;10.0;1044.0;1402.0;8.0;1409;1410.0;1.0;0;;0;N;149;156.0;138.0;1;1018;;;;;;;;;
629324;2019-11-14;HA;HA;HA;140;HA;N475HA;140;12982;LIH;Lihue, HI;13830;OGG;Kahului, HI;1001;1000.0;-1.0;6.0;1006.0;1038.0;4.0;1050;1042.0;-8.0;0;;0;N;49;42.0;32.0;1;201;;;;;;;;;
1489;2018-01-06;F9;F9;F9;1673;F9;N711FR;1673;14100;PHL;Philadelphia, PA;13204;MCO;Orlando, FL;1530;1540.0;10.0;17.0;1557.0;1806.0;28.0;1808;1834.0;26.0;0;;0;N;158;174.0;129.0;1;861;0.0;8.0;16.0;0.0;2.0;;;;
433414;2019-10-09;G4;G4;G4;69;G4;313NV;69;14716;SCK;Stockton, CA;12889;LAS;Las Vegas, NV;1311;1312.0;1.0;7.0;1319.0;1407.0;7.0;1424;1414.0;-10.0;0;;0;N;73;62.0;48.0;1;359;;;;;;;;;
627387;2019-11-07;HA;HA_CODESHARE;HA;644;EM;N806HC;644;12173;HNL;Honolulu, HI;13034;LNY;Lanai, HI;1102;1049.0;-13.0;21.0;1110.0;1133.0;1.0;1137;1134.0;-3.0;0;;0;N;35;45.0;23.0;1;72;;;;;;;;;
63069;2018-07-16;F9;F9;F9;267;F9;N203FR;267;11292;DEN;Denver, CO;14908;SNA;Santa Ana, CA;750;1418.0;388.0;64.0;1522.0;1613.0;5.0;917;1618.0;;0;;1;N;147;;;1;846;;;;;;;;;
489148;2018-05-16;HA;HA;HA;316;HA;N476HA;316;12173;HNL;Honolulu, HI;13830;OGG;Kahului, HI;1625;1622.0;-3.0;13.0;1635.0;1655.0;6.0;1706;1701.0;-5.0;0;;0;N;41;39.0;20.0;1;100;;;;;;;;;
367882;2019-03-08;G4;G4;G4;122;G4;305NV;122;12889;LAS;Las Vegas, NV;12280;IDA;Idaho Falls, ID;1145;1143.0;-2.0;15.0;1158.0;1410.0;21.0;1427;1431.0;4.0;0;;0;N;102;108.0;72.0;1;538;;;;;;;;;
105498;2018-11-17;F9;F9;F9;1905;F9;N941FR;1905;10423;AUS;Austin, TX;13891;ONT;Ontario, CA;1528;1526.0;-2.0;12.0;1538.0;1622.0;7.0;1645;1629.0;-16.0;0;;0;N;197;183.0;164.0;1;1196;;;;;;;;;
31031;2018-04-12;F9;F9;F9;1072;F9;N230FR;1072;12889;LAS;Las Vegas, NV;14683;SAT;San Antonio, TX;1149;1148.0;-1.0;21.0;1209.0;1616.0;5.0;1622;1621.0;-1.0;0;;0;N;153;153.0;127.0;1;1069;;;;;;;;;
197345;2019-08-10;F9;F9;F9;162;F9;N949FR;162;11292;DEN;Denver, CO;13230;MDT;Harrisburg, PA;620;615.0;-5.0;13.0;628.0;1116.0;8.0;1140;1124.0;-16.0;0;;0;N;200;189.0;168.0;1;1474;;;;;;;;;
48668;2018-06-04;F9;F9;F9;670;F9;N923FR;670;14771;SFO;San Francisco, CA;11292;DEN;Denver, CO;59;49.0;-10.0;14.0;103.0;404.0;9.0;429;413.0;-16.0;0;;0;N;150;144.0;121.0;1;967;;;;;;;;;
41083;2018-05-12;F9;F9;F9;371;F9;N309FR;371;11292;DEN;Denver, CO;13891;ONT;Ontario, CA;2205;2327.0;82.0;14.0;2341.0;46.0;6.0;2327;52.0;85.0;0;;0;N;142;145.0;125.0;1;819;17.0;0.0;3.0;0.0;65.0;;;;
240302;2019-11-24;F9;F9;F9;2147;F9;N723FR;2147;11057;CLT;Charlotte, NC;12889;LAS;Las Vegas, NV;945;944.0;-1.0;29.0;1013.0;1133.0;7.0;1143;1140.0;-3.0;0;;0;N;298;296.0;260.0;1;1916;;;;;;;;;
372744;2019-03-22;G4;G4;G4;2143;G4;329NV;2143;10431;AVL;Asheville, NC;14761;SFB;Sanford, FL;836;827.0;-9.0;8.0;835.0;943.0;4.0;1006;947.0;-19.0;0;;0;N;90;80.0;68.0;1;465;;;;;;;;;
261146;2018-01-26;G4;G4;G4;455;G4;406NV;455;13851;OKC;Oklahoma City, OK;12889;LAS;Las Vegas, NV;2103;2055.0;-8.0;9.0;2104.0;2125.0;6.0;2146;2131.0;-15.0;0;;0;N;163;156.0;141.0;1;986;;;;;;;;;
135711;2019-02-21;F9;F9;F9;931;F9;N718FR;931;14635;RSW;Fort Myers, FL;13342;MKE;Milwaukee, WI;1946;1951.0;5.0;15.0;2006.0;2142.0;12.0;2152;2154.0;2.0;0;;0;N;186;183.0;156.0;1;1183;;;;;;;;;
541348;2018-12-03;HA;HA;HA;106;HA;N478HA;106;12173;HNL;Honolulu, HI;13830;OGG;Kahului, HI;515;509.0;-6.0;11.0;520.0;542.0;5.0;554;547.0;-7.0;0;;0;N;39;38.0;22.0;1;100;;;;;;;;;
57918;2018-07-01;F9;F9;F9;1148;F9;N205FR;1148;12889;LAS;Las Vegas, NV;12264;IAD;Washington, DC;2055;2354.0;179.0;19.0;13.0;712.0;7.0;429;719.0;170.0;0;;0;N;274;265.0;239.0;1;2065;51.0;0.0;0.0;0.0;119.0;;;;
68575;2018-08-01;F9;F9;F9;1879;F9;N926FR;1879;12264;IAD;Washington, DC;11109;COS;Colorado Springs, CO;1745;1756.0;11.0;102.0;1938.0;2101.0;8.0;1933;2109.0;96.0;0;;0;N;228;313.0;203.0;1;1463;7.0;0.0;89.0;0.0;0.0;;;;
225985;2019-10-20;F9;F9;F9;125;F9;N310FR;125;11298;DFW;Dallas/Fort Worth, TX;11292;DEN;Denver, CO;1201;1258.0;57.0;19.0;1317.0;1355.0;9.0;1308;1404.0;56.0;0;;0;N;127;126.0;98.0;1;641;0.0;0.0;56.0;0.0;0.0;;;;
44765;2018-05-23;F9;F9;F9;289;F9;N719FR;289;13204;MCO;Orlando, FL;15016;STL;St. Louis, MO;700;653.0;-7.0;9.0;702.0;802.0;11.0;830;813.0;-17.0;0;;0;N;150;140.0;120.0;1;882;;;;;;;;;
251230;2019-12-21;F9;F9;F9;2526;F9;N720FR;2526;13487;MSP;Minneapolis, MN;15304;TPA;Tampa, FL;1132;1120.0;-12.0;15.0;1135.0;1522.0;9.0;1559;1531.0;-28.0;0;;0;N;207;191.0;167.0;1;1306;;;;;;;;;
139849;2019-03-06;F9;F9;F9;459;F9;N230FR;459;13487;MSP;Minneapolis, MN;11292;DEN;Denver, CO;545;542.0;-3.0;27.0;609.0;655.0;9.0;706;704.0;-2.0;0;;0;N;141;142.0;106.0;1;680;;;;;;;;;
520741;2018-09-13;HA;HA;HA;34;HA;N374HA;34;13830;OGG;Kahului, HI;12892;LAX;Los Angeles, CA;1320;1320.0;0.0;12.0;1332.0;2113.0;25.0;2135;2138.0;3.0;0;;0;N;315;318.0;281.0;1;2486;;;;;;;;;
373169;2019-03-24;G4;G4;G4;1608;G4;253NV;1608;14082;PGD;Punta Gorda, FL;13230;MDT;Harrisburg, PA;630;625.0;-5.0;10.0;635.0;838.0;7.0;901;845.0;-16.0;0;;0;N;151;140.0;123.0;1;963;;;;;;;;;
188720;2019-07-20;F9;F9;F9;1854;F9;N352FR;1854;10423;AUS;Austin, TX;13487;MSP;Minneapolis, MN;1318;1817.0;299.0;14.0;1831.0;2050.0;5.0;1607;2055.0;288.0;0;;0;N;169;158.0;139.0;1;1042;41.0;0.0;0.0;0.0;247.0;;;;
330824;2018-10-10;G4;G4;G4;882;G4;305NV;882;14112;PIE;St. Petersburg, FL;11986;GRR;Grand Rapids, MI;710;656.0;-14.0;11.0;707.0;908.0;7.0;950;915.0;-35.0;0;;0;N;160;139.0;121.0;1;1044;;;;;;;;;
620879;2019-10-12;HA;HA;HA;155;HA;N484HA;155;13830;OGG;Kahului, HI;12173;HNL;Honolulu, HI;851;843.0;-8.0;6.0;849.0;913.0;9.0;928;922.0;-6.0;0;;0;N;37;39.0;24.0;1;100;;;;;;;;;
145487;2019-03-23;F9;F9;F9;1164;F9;N718FR;1164;13204;MCO;Orlando, FL;14100;PHL;Philadelphia, PA;1728;1732.0;4.0;16.0;1748.0;2012.0;7.0;2003;2019.0;16.0;0;;0;N;155;167.0;144.0;1;861;3.0;0.0;12.0;0.0;1.0;;;;
626509;2019-11-03;HA;HA;HA;54;HA;N226HA;54;12173;HNL;Honolulu, HI;14771;SFO;San Francisco, CA;2205;2208.0;3.0;14.0;2222.0;505.0;9.0;515;514.0;-1.0;0;;0;N;310;306.0;283.0;1;2398;;;;;;;;;
191911;2019-07-28;F9;F9;F9;2867;F9;N705FR;2867;12391;ISP;Islip, NY;14027;PBI;West Palm Beach/Palm Beach, FL;1548;1608.0;20.0;12.0;1620.0;1852.0;6.0;1841;1858.0;17.0;0;;0;N;173;170.0;152.0;1;1052;0.0;0.0;17.0;0.0;0.0;;;;
389267;2019-05-16;G4;G4;G4;1688;G4;272NV;1688;13230;MDT;Harrisburg, PA;14082;PGD;Punta Gorda, FL;1101;1054.0;-7.0;8.0;1102.0;1310.0;6.0;1334;1316.0;-18.0;0;;0;N;153;142.0;128.0;1;963;;;;;;;;;
351329;2018-12-31;G4;G4;G4;135;G4;317NV;135;14716;SCK;Stockton, CA;12889;LAS;Las Vegas, NV;848;847.0;-1.0;7.0;854.0;946.0;6.0;1001;952.0;-9.0;0;;0;N;73;65.0;52.0;1;359;;;;;;;;;
439342;2019-11-01;G4;G4;G4;854;G4;320NV;854;15096;SYR;Syracuse, NY;14112;PIE;St. Petersburg, FL;1025;1018.0;-7.0;10.0;1028.0;1255.0;9.0;1329;1304.0;-25.0;0;;0;N;184;166.0;147.0;1;1111;;;;;;;;;
320042;2018-08-19;G4;G4;G4;1730;G4;224NV;1730;11697;FLL;Fort Lauderdale, FL;15412;TYS;Knoxville, TN;1311;1311.0;0.0;26.0;1337.0;1519.0;7.0;1511;1526.0;15.0;0;;0;N;120;135.0;102.0;1;708;0.0;0.0;15.0;0.0;0.0;;;;
58581;2018-07-03;F9;F9;F9;692;F9;;692;11292;DEN;Denver, CO;11003;CID;Cedar Rapids/Iowa City, IA;937;;;;;;;1238;;;1;A;0;N;121;;;1;692;;;;;;;;;
76955;2018-08-25;F9;F9;F9;461;F9;N910FR;461;13487;MSP;Minneapolis, MN;11292;DEN;Denver, CO;1718;1724.0;6.0;10.0;1734.0;1814.0;7.0;1837;1821.0;-16.0;0;;0;N;139;117.0;100.0;1;680;;;;;;;;;
264024;2018-02-09;G4;G4;G4;825;G4;328NV;825;11423;DSM;Des Moines, IA;14112;PIE;St. Petersburg, FL;941;1011.0;30.0;11.0;1022.0;1336.0;7.0;1316;1343.0;27.0;0;;0;N;155;152.0;134.0;1;1126;27.0;0.0;0.0;0.0;0.0;;;;
305589;2018-07-04;G4;G4;G4;1021;G4;319NV;1021;13486;MSO;Missoula, MT;13796;OAK;Oakland, CA;1036;1030.0;-6.0;12.0;1042.0;1140.0;6.0;1148;1146.0;-2.0;0;;0;N;132;136.0;118.0;1;758;;;;;;;;;
90642;2018-10-04;F9;F9;F9;1156;F9;N206FR;1156;10423;AUS;Austin, TX;11193;CVG;Cincinnati, OH;1522;1525.0;3.0;13.0;1538.0;1847.0;16.0;1859;1903.0;4.0;0;;0;N;157;158.0;129.0;1;958;;;;;;;;;
632803;2019-11-28;HA;HA;HA;3;HA;N373HA;3;12892;LAX;Los Angeles, CA;12173;HNL;Honolulu, HI;1000;1002.0;2.0;16.0;1018.0;1342.0;28.0;1400;1410.0;10.0;0;;0;N;360;368.0;324.0;1;2556;;;;;;;;;
147849;2019-03-31;F9;F9;F9;569;F9;N342FR;569;11292;DEN;Denver, CO;14689;SBA;Santa Barbara, CA;1022;1145.0;83.0;11.0;1156.0;1257.0;11.0;1202;1308.0;66.0;0;;0;N;160;143.0;121.0;1;916;18.0;0.0;0.0;0.0;48.0;1128.0;12.0;12.0;
340629;2018-11-18;G4;G4;G4;2128;G4;864GA;2128;14761;SFB;Sanford, FL;15919;XNA;Fayetteville, AR;800;800.0;0.0;26.0;826.0;943.0;10.0;937;953.0;16.0;0;;0;N;157;173.0;137.0;1;920;0.0;0.0;16.0;0.0;0.0;;;;
83879;2018-09-14;F9;F9;F9;653;F9;;653;14492;RDU;Raleigh/Durham, NC;15096;SYR;Syracuse, NY;1500;;;;;;;1630;;;1;B;0;N;90;;;1;519;;;;;;;;;
607911;2019-08-22;HA;HA_CODESHARE;HA;665;EM;N804HC;665;13034;LNY;Lanai, HI;12173;HNL;Honolulu, HI;1620;1615.0;-5.0;6.0;1621.0;1641.0;5.0;1652;1646.0;-6.0;0;;0;N;32;31.0;20.0;1;72;;;;;;;;;
